label_id,patch_id,class,n_patches
1480,30.7074_72.6851,1,3
1514,30.5574_70.9352,1,3
1532,31.2839_72.3675,1,3
1560,31.2839_73.0561,1,3
1572,32.3927_71.7527,1,3
1581,31.4250_71.0027,1,3
1589,30.8162_73.1763,1,3
1622,29.8662_72.0675,1,3
1650,29.3574_71.1675,1,3
1695,30.9541_72.8851,1,3
1697,30.6575_73.6439,1,3
1724,30.1663_72.9561,1,3
1725,31.5541_72.6263,1,3
1742,30.7162_72.6851,1,3
1767,31.2162_72.3561,1,3
1781,29.4163_71.4763,1,3
1792,31.9750_72.8763,1,3
1825,31.4662_71.0175,1,3
1834,30.4662_73.0561,1,3
1843,30.9163_72.8675,1,3
1847,30.4662_73.0528,1,3
1866,31.3041_73.7940,2,3
1873,31.7663_73.5939,1,3
1891,31.2839_73.0528,1,3
1895,30.1839_72.3351,1,3
1898,29.9541_71.0439,1,3
1902,30.4926_71.9561,1,3
1910,31.0075_73.8561,1,3
1960,31.3751_70.9675,1,3
1961,30.1250_73.0851,1,3
1971,30.8041_73.5939,1,3
1972,30.8041_73.5939,1,3
1984,32.2162_71.3175,1,3
2007,30.3074_73.0351,1,3
2013,30.7663_72.0439,2,3
2061,31.2927_72.3939,1,3
2127,31.3338_73.0061,1,3
2212,31.3074_72.6175,2,3
2271,31.8426_72.8027,1,3
2287,30.8839_72.6851,1,3
2304,32.2426_72.9061,1,3
2315,31.3338_72.9561,1,3
2344,31.7575_73.0675,1,3
2353,29.5662_71.3939,1,3
2363,30.0574_71.4175,1,3
2377,31.3338_70.9675,1,3
2402,31.3839_73.1675,1,3
2406,30.5662_70.9352,1,3
2428,32.1040_72.3763,1,3
2429,32.1040_72.3763,1,3
2430,32.1040_72.3763,1,3
2432,31.3250_73.3561,1,3
2439,29.8041_70.6027,1,3
2505,30.1074_72.5561,1,3
2526,31.9926_71.1763,1,3
2530,30.8426_73.5561,2,3
2560,29.8839_72.8351,1,3
2625,30.3839_71.8763,1,3
2626,30.3839_71.8763,1,3
2670,31.3250_73.0061,1,3
2699,30.6339_73.7263,1,3
2705,30.0662_71.4175,1,3
2709,30.7041_72.2939,2,3
2718,30.4427_73.0061,1,3
2780,29.5339_70.8527,1,3
2782,30.8338_70.9561,1,3
2850,30.3750_73.5439,1,3
2886,30.2041_72.6939,1,3
2890,31.8074_72.5675,2,3
2892,31.8074_72.5675,1,3
2923,31.3162_72.3527,1,3
2929,31.3074_73.7851,2,3
2948,29.6338_71.3351,1,3
2949,30.8839_72.6763,1,3
2972,31.9250_72.6175,1,3
2986,30.8426_73.6439,1,3
2994,31.3426_72.8175,1,3
3032,29.1839_71.8851,1,3
3069,31.6541_71.0263,1,3
3070,31.6541_71.0263,1,3
3081,30.8927_70.6940,1,3
3084,31.8074_72.3675,1,3
3136,31.4838_73.7439,1,3
3152,30.1162_72.5561,1,3
3172,30.2839_71.7763,1,3
3224,32.1075_72.3763,1,3
3225,32.1075_72.3763,1,3
3226,32.1075_72.3763,1,3
3239,31.3162_73.0528,2,3
3282,30.5427_73.3028,1,3
3287,30.9251_72.6061,1,3
3303,31.0075_73.8263,1,3
3304,31.0075_73.8263,1,3
3305,30.7540_72.5763,1,3
3311,30.9662_72.2939,1,3
3331,31.0251_70.9352,1,3
3336,31.5926_73.6527,1,3
3366,30.1541_72.3561,1,3
3382,31.0075_73.9939,1,3
3408,30.3338_71.8263,1,3
3474,29.2162_72.3561,1,3
3484,30.4541_73.0439,1,3
3501,29.9541_71.0527,1,3
3502,29.9541_71.0527,1,3
3510,31.9838_71.1763,1,3
3531,30.3250_70.9440,1,3
3547,32.2426_72.9027,1,3
3548,32.2426_72.9027,1,3
3552,31.7839_71.0939,1,3
3553,31.7839_71.0939,1,3
3569,30.8574_74.0263,1,3
3578,29.4251_71.4675,1,3
3581,31.8751_72.2939,2,3
3594,31.4838_72.0939,2,3
3606,31.4662_73.6027,1,3
3615,31.1162_73.2263,1,3
3642,29.6250_71.3175,1,3
3667,30.5926_70.9263,1,3
3682,30.9541_73.4439,2,3
3709,31.3074_72.3439,1,3
3735,29.5163_71.6439,1,3
3757,31.0040_73.8263,1,3
3758,31.0040_73.8263,1,3
3780,31.3751_73.1675,1,3
3781,30.1250_73.0763,2,3
3795,31.1839_73.9439,2,3
3836,31.7575_73.0763,1,3
3840,29.7663_71.0939,1,3
3845,30.1040_72.0351,1,3
3878,29.8662_72.7675,1,3
3895,31.1162_72.9851,1,3
3909,30.0750_72.7527,1,3
3912,31.8426_73.6027,1,3
3989,31.8074_72.5561,1,3
4030,31.8839_72.2939,2,3
4065,31.5750_72.2675,1,3
4102,32.2751_72.3351,1,3
4104,32.2751_72.3351,1,3
4106,31.9041_72.6175,1,3
4111,29.6250_72.3263,1,3
4129,31.9838_72.8763,1,3
4180,31.4162_72.2561,1,3
4194,32.0339_72.5675,1,3
4199,31.2162_72.3439,1,3
4275,31.9162_72.6439,1,3
4281,30.4662_73.5027,1,3
4291,31.3338_73.7763,1,3
4293,32.0251_72.5763,1,3
4318,31.8751_73.4939,1,3
4329,30.0662_71.4352,1,3
4331,30.0662_71.4352,1,3
4334,29.2663_71.3351,1,3
4342,31.6926_71.0763,1,3
4412,31.4838_72.7027,1,3
4420,31.6574_71.0561,1,3
4440,29.9750_71.8851,1,3
4474,31.1162_72.2675,1,3
4483,30.8074_70.9263,1,3
4496,30.2751_71.7763,1,3
4547,29.1751_71.8851,1,3
4563,31.2751_72.4351,1,3
4574,30.4838_73.8061,1,3
4597,29.3426_71.5027,1,3
4606,31.0040_73.7675,1,3
4617,31.9338_71.1527,1,3
4639,30.0251_72.2439,1,3
4647,31.5339_73.8439,1,3
4677,30.3927_71.8763,1,3
4678,30.3927_71.8763,1,3
4712,30.7074_72.2939,2,3
4751,30.0163_70.6763,1,3
4766,31.7541_72.8851,1,3
4786,31.7927_71.0939,1,3
4787,31.7927_71.0939,1,3
4790,31.4838_73.3061,1,3
4850,31.1927_73.9061,1,3
4911,31.3338_73.1175,1,3
4914,29.2074_71.9352,1,3
4937,30.6251_72.8561,1,3
4945,29.8662_70.5439,1,3
4958,30.4574_73.3939,1,3
4975,30.1339_72.4561,1,3
5004,29.2250_72.7763,1,3
5005,31.2839_72.4351,1,3
5019,30.8751_72.8263,1,3
5045,31.2426_70.9263,1,3
5056,29.2250_72.3561,1,3
5097,31.6163_71.0351,1,3
5103,29.5662_71.0175,1,3
5134,30.1751_72.3351,1,3
5136,30.0662_71.4440,1,3
5243,30.8338_73.5561,2,3
5249,29.4750_71.1351,1,3
5274,30.9926_73.8439,1,3
5282,29.8750_72.0675,1,3
5285,30.8839_71.8561,1,3
5311,31.0075_70.9440,1,3
5343,30.4541_73.6561,1,3
5352,31.5838_72.2675,1,3
5404,29.6338_71.3175,1,3
5447,29.4662_71.1351,1,3
5462,30.1339_73.0851,1,3
5463,30.1339_73.0851,1,3
5466,30.0662_71.0439,1,3
5487,29.9163_71.3527,1,3
5514,30.7041_72.5351,1,3
5516,31.0040_73.8561,1,3
5519,31.8041_72.5675,2,3
5521,31.8041_72.5675,1,3
5536,31.6339_71.0527,1,3
5558,30.2663_73.2263,1,3
5564,31.1251_72.9851,1,3
5590,30.8250_72.4061,1,3
5591,30.8250_72.4061,1,3
5602,31.9574_72.7263,1,3
5607,30.3927_73.1851,1,3
5609,31.3663_70.9675,1,3
5628,31.5926_73.5061,1,3
5634,32.0251_72.9061,1,3
5649,30.9427_70.9440,1,3
5692,30.1541_72.3527,1,3
5700,29.5163_71.7851,1,3
5702,29.9750_71.6764,1,3
5722,31.5075_73.1561,1,3
5728,30.9251_72.8675,1,3
5763,31.1927_72.7061,1,3
5801,30.5838_70.9263,1,3
5816,31.4838_73.6175,1,3
5834,30.8839_70.6940,1,3
5880,30.4662_72.5763,2,3
5925,30.0574_71.4352,1,3
5935,31.1339_72.7027,2,3
5948,30.4838_71.9561,1,3
5949,30.3041_73.0351,1,3
5962,29.7839_72.1439,1,3
6012,29.5574_71.4061,1,3
6025,31.5541_71.0351,1,3
6029,30.5251_72.2263,1,3
6045,32.2338_72.9027,1,3
6063,30.8662_72.8175,1,3
6069,30.1339_72.8027,1,3
6079,30.8927_70.9263,1,3
6081,30.2540_72.6851,2,3
6092,29.7575_70.6175,1,3
6100,30.7250_72.4561,1,3
6102,30.9750_72.8527,1,3
6108,32.2663_72.3263,2,3
6143,30.1250_72.4561,1,3
6181,32.2541_71.3527,1,3
6187,29.2162_72.7763,1,3
6190,31.8162_72.5561,1,3
6199,31.4750_71.0175,1,3
6212,29.5075_71.7851,1,3
6214,30.2751_73.2263,1,3
6234,30.3662_73.2675,1,3
6269,29.3338_71.5027,1,3
6274,31.1339_72.7061,2,3
6288,30.8574_74.0175,1,3
6305,31.0163_73.9939,1,3
6313,29.6338_72.3263,1,3
6360,30.4838_73.8028,1,3
6361,30.2663_72.3763,1,3
6397,30.1663_73.5561,1,3
6459,30.4574_72.5763,2,3
6469,29.8839_72.8439,1,3
6505,30.6074_72.9027,1,3
6510,30.6339_73.7175,1,3
6513,30.6927_73.6851,1,3
6519,30.8250_72.8939,1,3
6548,29.7927_71.3061,2,3
6575,31.8041_72.3763,1,3
6587,31.5075_73.3263,1,3
6627,31.9041_72.3939,2,3
6648,30.0251_72.2527,1,3
6667,30.0251_70.6940,1,3
6696,30.6040_73.1763,1,3
6739,30.1839_72.0939,1,3
6741,30.7074_72.5351,1,3
6748,31.4750_73.3061,1,3
6749,31.5075_73.5763,1,3
6771,30.3839_71.6764,1,3
6778,29.8662_70.5527,1,3
6781,30.4251_73.2675,1,3
6786,29.9541_70.9763,1,3
6803,31.0163_70.9352,1,3
6812,31.3338_73.3561,1,3
6813,31.3338_73.3561,1,3
6834,30.0750_72.4351,1,3
6859,31.5041_73.3263,1,3
6868,31.8927_71.9061,1,3
6900,30.3074_73.1061,1,3
6901,31.1251_72.7763,1,3
6919,31.5838_73.5061,1,3
6923,31.9250_72.6439,1,3
6954,30.2250_70.7351,1,3
6984,31.8338_72.8027,1,3
7006,29.9574_71.0527,1,3
7025,29.5251_70.8527,1,3
7061,30.4427_73.0027,1,3
7066,30.9926_73.8527,1,3
7079,31.4574_71.0263,1,3
7109,31.7575_73.5939,1,3
7113,30.3250_71.8263,1,3
7125,32.1040_72.3851,1,3
7141,30.4574_70.9440,1,3
7150,32.1163_72.3675,1,3
7170,31.4574_72.9851,1,3
7174,31.8426_73.6061,1,3
7209,29.5926_72.6027,1,3
7214,31.4838_72.0851,2,3
7237,29.4251_71.4763,1,3
7238,29.4251_71.4763,1,3
7242,30.8041_73.6027,1,3
7266,29.8750_72.8439,1,3
7270,31.5041_73.3175,1,3
7319,31.2074_72.0351,1,3
7320,31.2074_72.0351,1,3
7354,31.4574_72.9763,1,3
7358,32.0163_71.8263,1,3
7377,31.9750_72.9027,1,3
7390,30.3426_73.3351,1,3
7421,30.8250_72.1676,1,3
7470,30.4541_70.9440,1,3
7498,30.0926_72.5061,1,3
7499,30.0926_72.5061,1,3
7500,30.0926_72.5061,1,3
7525,29.4339_71.3763,1,3
7538,29.8574_72.7675,1,3
7559,30.4163_73.2675,1,3
7569,29.3574_71.1561,1,3
7577,29.2041_71.9352,1,3
7615,29.9574_70.9763,1,3
7620,30.9574_72.5061,1,3
7622,30.1250_71.6061,1,3
7702,30.8074_73.5939,1,3
7718,30.8751_72.5439,1,3
7727,31.6541_71.0561,1,3
7742,30.0251_70.6763,1,3
7775,31.8663_73.4939,1,3
7788,29.6040_71.9061,1,3
7806,30.8074_70.9352,1,3
7826,31.0075_73.9851,2,3
7838,29.5750_71.3939,1,3
7853,32.2575_71.3527,1,3
7854,31.5075_73.3939,1,3
7894,31.3574_73.4351,2,3
7904,31.9074_72.3939,2,3
7916,30.8662_74.0263,1,3
7931,30.3662_73.2763,1,3
7934,31.9162_72.6527,2,3
7935,31.9162_72.6527,1,3
7942,31.5662_72.2763,2,3
7965,30.0163_70.6940,1,3
7980,31.3250_73.1175,1,3
8001,31.0339_74.0263,1,3
8006,31.1162_72.7763,1,3
8013,31.5041_73.1561,1,3
8014,30.1162_71.6061,1,3
8038,30.9163_72.6175,1,3
8053,30.3426_73.3439,1,3
8054,30.3426_73.3439,1,3
8067,31.3250_73.7763,1,3
8085,31.4662_71.0263,1,3
8088,31.4926_73.3561,1,3
8091,30.1339_72.8061,1,3
8143,32.2751_72.3263,2,3
8144,32.2751_72.3263,1,3
8167,31.2041_72.0351,1,3
8176,31.4750_73.6027,1,3
8206,29.3574_71.1527,1,3
8229,30.2575_72.9851,1,3
8230,30.2575_72.9851,1,3
8235,29.9838_71.3561,1,3
8247,31.3338_73.1675,1,3
8264,31.2250_73.3851,1,3
8267,31.4162_72.2439,1,3
8302,32.0075_72.6263,1,3
8350,30.9750_73.9351,1,3
8378,30.2751_72.3763,1,3
8483,31.1427_73.9561,1,3
8522,30.2839_72.8763,1,3
8551,32.0075_72.6175,1,3
8556,30.9750_72.8561,1,3
8567,31.5339_73.8351,1,3
8591,31.1751_73.4851,1,3
8594,29.9750_71.8939,1,3
8661,30.3574_73.2851,1,3
8688,31.4250_71.0061,1,3
8726,30.3927_73.1763,1,3
8748,31.2162_72.0439,1,3
8749,30.1339_73.0939,1,3
8753,31.1751_73.9439,2,3
8775,31.3041_72.6175,2,3
8786,29.7575_71.0939,1,3
8830,31.2162_72.6561,1,3
8905,29.5574_71.0175,1,3
8939,30.0926_72.5027,1,3
8947,31.5541_71.0439,1,3
8949,31.5574_72.2851,1,3
8950,31.7541_73.0675,1,3
8954,30.3074_73.1027,1,3
8992,32.2074_71.3175,1,3
9013,30.2338_70.7351,1,3
9046,30.3338_71.8175,1,3
9050,30.9662_72.8939,1,3
9074,29.5662_71.1852,1,3
9076,31.6074_71.0351,1,3
9091,31.3426_70.9675,1,3
9094,32.0541_71.3439,1,3
9113,31.8162_72.3675,1,3
9175,31.2074_72.0439,1,3
9206,31.0574_72.5939,1,3
9226,32.0339_72.9061,1,3
9268,31.2338_73.3939,1,3
9275,31.3041_73.7851,2,3
9276,31.3041_73.7851,2,3
9289,31.5251_73.3439,1,3
9371,30.3662_73.5439,1,3
9381,31.9338_71.1561,1,3
9399,30.5251_72.3027,1,3
9403,29.5251_71.6439,1,3
9435,31.5838_73.5263,2,3
9442,30.1839_72.6027,1,3
9481,31.0427_73.1175,1,3
9495,31.1663_73.9561,1,3
9533,30.8162_72.1676,1,3
9576,30.6040_72.9027,1,3
9580,30.4574_73.6561,1,3
9604,30.8162_72.4061,1,3
9605,30.8162_72.4061,1,3
9613,30.3750_73.2675,1,3
9639,31.2074_72.0263,1,3
9650,29.7663_71.2675,2,3
9687,30.8338_70.9528,1,3
9698,31.1251_72.2763,1,3
9701,30.0662_73.1675,1,3
9779,31.5574_72.2763,2,3
9815,31.2839_72.3939,1,3
9843,29.7839_71.3061,2,3
9874,29.6250_71.3351,1,3
9875,29.6839_71.2061,1,3
9887,31.8074_72.3763,1,3
9897,31.1251_72.2675,1,3
9899,31.2162_72.6439,2,3
9925,31.6541_71.0351,1,3
9931,30.2074_72.7061,1,3
9932,30.2074_72.7061,1,3
9973,29.7839_71.0351,1,3
9982,31.3250_73.1675,1,3
10004,30.8751_72.5351,1,3
10065,30.9750_73.9439,1,3
10077,31.0075_70.9352,1,3
10083,30.4541_73.0351,1,3
10092,31.1839_73.4851,1,3
10096,31.2074_72.3439,1,3
10103,30.9838_73.8527,1,3
10114,30.2041_72.7061,1,3
10115,30.2041_72.7061,1,3
10118,30.5427_73.3061,1,3
10150,29.7751_71.2675,2,3
10169,31.4750_72.9763,1,3
10170,31.4750_72.9763,1,3
10245,30.1663_72.9527,1,3
10274,31.1839_72.7061,1,3
10291,31.4750_73.6175,1,3
10292,31.4750_73.6175,1,3
10299,29.8750_70.6175,1,3
