label_id,patch_id,class,n_patches,common_bin
266,24.1584_89.5820,2,1,no_common
267,24.1173_90.1644,2,2,common
268,24.1173_90.1644,2,1,no_common
269,24.1173_90.1644,2,1,no_common
270,24.1173_90.1644,2,4,common
271,23.4761_88.8644,2,2,common
272,23.4761_88.8644,2,1,no_common
273,23.4761_88.8644,1,2,common
274,23.1261_89.2732,2,1,no_common
275,23.0673_91.4496,2,2,common
276,23.7848_90.5908,2,1,no_common
277,24.4348_91.9529,2,2,common
278,22.7962_90.9820,2,4,common
279,23.9260_89.6232,2,4,common
280,23.9260_89.6232,2,4,common
281,24.2997_91.5232,2,2,common
282,24.2997_91.5232,2,2,common
283,24.2997_91.5232,2,2,common
284,24.2997_91.5232,2,2,common
285,24.2997_91.5232,2,4,common
286,23.0673_91.1644,2,1,no_common
287,24.8173_89.4408,2,2,common
288,24.8173_89.4408,1,1,no_common
289,24.8173_89.4408,1,2,common
290,25.1260_89.0232,2,2,common
291,25.1260_89.0232,2,2,common
292,22.7672_88.9529,2,2,common
293,23.9172_90.7996,2,2,common
294,23.9172_90.7996,2,2,common
295,23.9172_90.7996,2,2,common
296,23.6261_89.7143,2,1,no_common
297,22.3761_90.0908,2,2,common
298,24.5585_88.9320,2,1,no_common
299,24.5585_88.9320,2,1,no_common
300,24.2672_91.5320,2,2,common
301,23.7760_90.5820,2,1,no_common
302,23.7760_90.5820,2,4,common
303,22.7085_89.5908,2,4,common
304,23.4348_89.5144,1,1,no_common
305,23.5963_91.0530,2,4,common
306,24.5849_91.5643,2,2,common
307,24.5849_91.5643,2,2,common
308,23.3349_88.9232,2,2,common
309,23.3761_90.0496,2,4,common
310,24.7672_88.7820,2,4,common
311,24.7672_88.7820,2,4,common
312,22.3996_89.2029,2,1,no_common
313,24.2173_90.9144,2,1,no_common
314,24.2173_90.9144,2,2,common
315,24.2173_90.9144,2,2,common
316,23.7085_90.0820,2,1,no_common
317,23.7085_90.0820,2,4,common
318,24.4761_89.4908,2,2,common
319,23.1963_92.0643,1,4,common
320,23.1963_92.0643,1,4,common
321,22.5462_90.3530,2,1,no_common
322,23.9497_88.7820,1,2,common
323,24.0673_90.9496,2,2,common
324,23.3673_89.2408,2,3,common
325,24.3673_89.2644,2,2,common
326,24.3673_89.2644,2,1,no_common
327,24.3673_89.2644,2,3,common
328,24.3673_89.2644,2,3,common
329,24.4348_89.5530,2,2,common
330,23.9761_90.5820,2,1,no_common
331,24.4761_91.6996,2,2,common
332,24.4761_91.6996,2,2,common
333,24.6261_89.9643,2,2,common
334,23.6261_89.7644,2,1,no_common
335,24.2962_89.9030,2,2,common
336,24.2962_89.9030,2,2,common
337,23.4084_89.1144,2,2,common
338,22.7672_90.8996,1,2,common
339,24.4996_89.4908,2,2,common
340,23.2996_89.5996,2,2,common
341,23.6496_89.5408,2,4,common
342,24.7848_88.9529,1,1,no_common
343,24.7848_88.9529,1,1,no_common
344,23.8585_89.4908,2,2,common
345,24.1261_91.2029,2,2,common
346,23.9963_89.2029,1,4,common
347,23.9963_89.2029,1,4,common
348,25.0462_90.0144,2,4,common
349,25.0462_90.0144,2,2,common
350,25.0462_90.0144,2,4,common
351,25.0462_90.0144,2,2,common
352,25.0462_90.0144,2,2,common
353,25.0462_90.0144,1,4,common
354,24.8584_88.8644,2,2,common
355,23.0260_89.4408,2,2,common
356,22.4963_90.7029,2,3,common
357,24.9260_89.7530,2,2,common
358,23.6463_90.9144,2,2,common
359,23.9260_89.0530,1,4,common
360,23.9260_89.0530,1,2,common
361,22.7496_90.9732,1,4,common
362,23.1173_89.1232,2,4,common
363,23.1173_89.1232,1,1,no_common
364,23.1173_89.1232,2,4,common
365,24.5761_88.6820,2,1,no_common
366,23.8463_89.0408,1,4,common
367,23.8463_89.0408,1,4,common
368,25.1584_89.0530,2,5,common
369,24.6584_90.0030,2,2,common
370,24.4463_90.7029,2,2,common
371,24.9463_89.4643,2,2,common
372,24.9463_89.4643,2,4,common
373,24.0997_90.8408,2,4,common
374,24.8085_89.9030,2,4,common
375,24.1173_89.2496,1,4,common
376,22.9084_88.9232,2,1,no_common
377,24.7349_90.3996,1,4,common
378,22.5963_89.0144,2,2,common
379,23.1496_90.7408,1,4,common
380,23.4260_88.9408,1,1,no_common
381,23.7584_90.3232,1,4,common
382,23.7584_90.3232,2,2,common
383,23.7584_90.3232,2,1,no_common
384,23.7584_90.3232,2,4,common
385,23.7584_90.3232,2,2,common
386,23.5496_89.7908,2,2,common
387,24.7085_90.3144,2,2,common
388,24.7085_90.3144,2,2,common
389,24.0084_90.3408,1,2,common
390,23.9260_90.7496,2,4,common
391,24.7672_88.8644,2,1,no_common
392,24.8672_88.8644,2,2,common
393,24.8672_88.8644,2,1,no_common
394,23.7496_89.0644,1,2,common
395,22.5260_90.4732,2,4,common
396,22.5260_90.4732,2,2,common
397,24.9497_89.4030,2,4,common
398,24.6463_90.7320,2,2,common
399,24.6463_90.7320,2,2,common
400,23.1261_89.0530,2,2,common
401,22.9761_88.9731,2,2,common
402,23.4084_88.8144,2,2,common
403,24.7997_89.4232,2,2,common
404,24.7997_89.4232,2,2,common
405,24.7997_89.4232,2,2,common
406,24.7997_89.4232,2,3,common
407,24.7997_89.4232,2,2,common
408,24.7997_89.4232,2,3,common
409,24.7997_89.4232,2,3,common
410,25.4172_89.3320,1,1,no_common
411,24.7463_90.5496,2,4,common
412,23.0172_89.5644,1,1,no_common
413,24.6584_90.6232,2,2,common
414,23.6760_90.3908,2,2,common
415,24.1085_90.1908,2,2,common
416,22.5462_89.1530,2,4,common
417,22.5462_89.1530,2,4,common
418,23.4585_91.1030,2,2,common
419,23.6848_88.6820,2,2,common
420,23.4348_89.5320,1,1,no_common
421,23.7672_88.6029,2,1,no_common
422,23.7672_88.6029,1,1,no_common
423,23.7261_90.2143,2,1,no_common
424,24.2962_91.0644,2,1,no_common
425,23.6496_90.9529,2,4,common
426,23.6496_90.9529,2,4,common
427,22.9673_89.0030,2,4,common
428,22.9673_89.0030,2,1,no_common
429,23.3085_91.1320,2,2,common
430,23.5172_89.0144,2,1,no_common
431,23.0963_89.2908,2,1,no_common
432,23.0963_89.2908,2,2,common
433,23.4497_89.8820,2,4,common
434,24.4084_88.6732,2,1,no_common
435,22.8963_90.7908,2,2,common
436,23.3261_90.2496,2,2,common
437,23.2584_89.0996,2,4,common
438,23.4084_88.8820,2,4,common
439,23.4084_88.8820,2,1,no_common
440,22.3349_90.1408,2,1,no_common
441,24.6085_89.4529,2,4,common
442,22.9585_88.9320,2,4,common
443,22.7760_90.1530,2,2,common
444,23.0496_88.9996,2,4,common
445,25.6496_89.8320,2,2,common
446,23.7173_88.9030,2,2,common
447,23.6463_90.1232,2,2,common
448,23.6463_90.1232,2,2,common
449,23.6463_90.1232,2,2,common
450,24.8085_91.8143,2,2,common
451,23.5673_90.4820,2,4,common
452,23.5673_90.4820,1,2,common
453,23.5673_90.4820,2,2,common
454,23.5673_90.4820,2,2,common
455,24.5761_88.8320,2,1,no_common
456,24.3173_91.4496,2,4,common
457,23.5761_89.1820,2,2,common
458,22.3996_90.1408,2,4,common
459,24.1760_88.9643,2,1,no_common
460,22.6997_89.4731,2,2,common
461,23.1997_90.8144,1,4,common
462,23.1997_90.8144,2,2,common
463,23.1997_90.8144,2,2,common
464,22.5496_90.0144,1,2,common
465,24.0260_88.7820,1,2,common
466,24.0260_88.7820,1,2,common
467,25.1584_89.3908,2,1,no_common
468,25.1584_89.3908,2,1,no_common
469,24.4585_89.6144,2,1,no_common
470,23.1173_91.1996,2,2,common
471,24.6672_90.4144,2,2,common
472,24.6672_90.4144,2,2,common
473,24.6849_89.9996,2,2,common
474,23.1672_91.4644,2,1,no_common
475,24.9761_90.4496,2,4,common
476,25.1496_89.9496,2,4,common
477,24.1963_89.1530,2,2,common
478,24.9849_89.8644,2,1,no_common
479,24.6963_90.1820,2,1,no_common
480,24.6963_90.1820,2,4,common
481,25.0673_89.9908,2,2,common
482,25.0673_89.9908,2,1,no_common
483,23.8085_90.3030,2,2,common
484,23.8085_90.3030,2,4,common
485,23.7173_88.7231,2,2,common
486,23.9172_88.8408,1,2,common
487,24.6963_90.5144,1,1,no_common
488,22.6760_90.1996,2,2,common
489,22.6760_90.1996,2,2,common
490,23.2496_91.2820,2,4,common
491,22.4849_89.1144,2,1,no_common
492,22.6463_90.3908,2,2,common
493,24.0260_90.3232,1,2,common
494,23.6261_89.7820,2,1,no_common
495,24.4084_88.8644,2,2,common
496,23.2962_91.2908,2,2,common
497,24.3585_89.2496,2,2,common
498,24.3585_89.2496,2,2,common
499,24.3585_89.2496,2,2,common
500,24.3585_89.2496,1,2,common
501,24.3585_89.2496,2,4,common
502,24.4084_88.9496,2,2,common
503,22.9260_89.0530,2,4,common
504,24.9963_89.3820,2,4,common
505,24.9963_89.3732,2,2,common
506,24.9963_89.3732,2,4,common
507,24.8996_89.9731,1,4,common
508,23.9673_90.6232,2,2,common
509,24.7962_88.9731,2,4,common
510,24.6760_88.7496,1,4,common
511,24.1672_88.9496,1,5,common
512,23.9585_90.1030,2,4,common
513,24.2261_89.9908,2,2,common
514,23.2848_88.7530,1,4,common
515,23.2848_88.7530,2,2,common
516,23.1997_90.2530,2,4,common
517,23.1997_90.2530,2,4,common
518,25.3848_89.3530,2,1,no_common
519,23.8261_89.2732,1,2,common
520,25.0172_89.4232,2,2,common
521,22.6584_89.2908,2,1,no_common
522,23.4172_90.9408,2,1,no_common
523,23.4172_90.9408,2,2,common
524,23.8996_90.1144,2,2,common
525,25.3848_89.2319,2,2,common
526,23.3349_90.8144,2,4,common
527,23.4673_90.9820,2,2,common
528,24.7261_89.9408,2,1,no_common
529,22.8963_90.4232,1,4,common
530,22.8963_90.4232,1,2,common
531,22.7349_91.7530,1,2,common
532,22.7349_91.7530,1,1,no_common
533,22.7349_91.7530,1,2,common
534,22.4084_89.9144,1,2,common
535,23.2584_89.0820,2,1,no_common
536,24.8584_88.9908,2,2,common
537,24.8584_88.9908,2,2,common
538,25.0585_89.0408,2,4,common
539,23.9996_88.8732,1,2,common
540,23.1261_89.1408,2,3,common
541,23.1261_89.1408,2,2,common
542,23.8673_90.5996,2,4,common
543,24.2962_90.8732,2,2,common
544,23.9673_89.2530,1,3,common
545,23.9673_89.2530,2,2,common
546,23.9673_89.2530,1,2,common
547,23.9673_89.2530,1,2,common
548,23.9673_89.2530,2,2,common
549,23.1848_90.1732,2,2,common
550,22.7584_90.3996,2,2,common
551,22.6349_88.9819,2,4,common
552,23.7760_90.3144,2,2,common
553,23.7760_90.3144,2,1,no_common
554,23.7760_90.3144,2,2,common
555,23.7760_90.3144,2,2,common
556,23.7760_90.3144,2,1,no_common
557,23.7760_90.3144,2,2,common
558,23.8085_88.9529,1,4,common
559,24.7085_88.7496,2,4,common
560,24.5497_90.6820,2,4,common
561,23.6672_90.2143,2,2,common
562,23.3761_89.7908,2,4,common
563,23.5963_90.8732,2,4,common
564,23.5963_90.8732,2,4,common
565,24.3849_90.5732,2,2,common
566,23.9260_89.0320,1,2,common
567,23.9260_89.0320,1,1,no_common
568,23.7463_90.2029,2,2,common
569,23.7463_90.2029,2,4,common
570,23.7463_90.2029,2,4,common
571,23.7463_90.2029,2,4,common
572,23.7463_90.2029,2,4,common
573,25.0497_91.4144,2,2,common
574,23.8261_88.8529,2,2,common
575,23.7349_90.2143,2,2,common
576,23.6848_89.8530,2,4,common
577,25.0849_88.9996,2,4,common
578,25.0849_88.9996,2,2,common
579,23.8497_89.0408,1,4,common
580,23.8497_89.0408,1,4,common
581,23.6261_90.9732,2,1,no_common
582,23.6349_88.6530,1,1,no_common
583,24.9260_90.4232,2,2,common
584,24.4673_89.4320,2,1,no_common
585,24.4673_89.4320,2,2,common
586,24.5673_90.0144,2,2,common
587,23.1963_90.1644,2,2,common
588,25.0673_91.4820,2,1,no_common
589,23.0496_88.9232,2,2,common
590,24.6849_90.8530,2,2,common
591,24.6849_90.8530,2,1,no_common
592,24.5084_91.9996,2,2,common
593,24.5084_91.9996,2,2,common
594,24.5084_91.9996,2,2,common
595,24.5084_91.9996,2,2,common
596,22.8673_90.9732,2,2,common
597,23.9260_90.1644,2,2,common
598,23.9260_90.1644,2,1,no_common
599,23.9260_90.1644,2,1,no_common
600,22.8349_88.9996,2,2,common
601,23.1584_89.5996,1,2,common
602,24.1349_91.5529,1,2,common
603,23.7261_89.5320,2,1,no_common
604,22.8349_89.5530,2,1,no_common
605,23.8996_88.7996,1,4,common
606,24.0849_90.8530,2,2,common
607,22.9463_91.4732,2,2,common
608,22.9463_91.4732,2,2,common
609,22.6463_91.1530,2,4,common
610,24.4348_91.9496,2,2,common
611,24.7962_89.4232,2,2,common
612,24.7962_89.4232,2,2,common
613,24.7962_89.4232,2,2,common
614,24.7962_89.4232,2,3,common
615,24.7962_89.4232,2,2,common
616,24.7962_89.4232,2,3,common
617,22.7261_91.7732,1,1,no_common
618,22.7261_91.7732,1,1,no_common
619,24.6349_88.7319,1,2,common
620,24.5761_90.7143,2,2,common
621,23.1085_91.0908,2,2,common
622,22.9497_91.2029,2,4,common
623,22.9497_91.2029,2,4,common
624,22.9497_91.2029,1,4,common
625,23.9585_90.1908,2,4,common
626,23.9585_90.1908,2,2,common
627,23.9585_90.1908,2,4,common
628,25.1084_88.9529,2,2,common
629,24.5348_89.5030,2,4,common
630,22.0997_90.2996,2,4,common
631,24.6261_89.4496,2,2,common
632,24.6261_89.4496,2,2,common
633,24.6997_90.1644,1,2,common
634,24.6997_90.1644,2,2,common
635,24.6997_90.1644,1,2,common
636,25.3349_89.3144,2,1,no_common
637,25.3349_89.3144,1,2,common
638,23.4463_88.8232,2,2,common
639,25.1760_88.9731,2,1,no_common
640,22.2848_90.7496,2,2,common
641,23.3349_90.8232,2,4,common
642,23.0585_88.9232,2,2,common
643,22.9673_88.9320,2,4,common
644,24.6496_90.0030,2,2,common
645,24.0497_89.0530,1,4,common
646,23.2848_88.7496,1,4,common
647,22.8963_90.9996,2,1,no_common
648,23.9761_89.2820,2,1,no_common
649,23.9761_89.2820,2,1,no_common
650,23.9761_89.2820,2,1,no_common
651,23.0496_91.3732,2,4,common
652,24.2848_90.9030,2,2,common
653,24.2496_91.4496,2,4,common
654,24.2496_91.4496,2,4,common
655,24.2496_91.4496,2,1,no_common
656,23.8349_88.8820,1,1,no_common
657,23.7760_89.6408,1,2,common
658,23.5761_88.9731,2,2,common
659,24.5761_90.7320,2,2,common
660,25.3672_89.4908,2,2,common
661,22.3996_90.7644,2,2,common
662,23.8349_90.0820,1,1,no_common
663,24.4497_89.4320,2,1,no_common
664,23.2672_89.5144,2,1,no_common
665,23.3349_91.1908,2,1,no_common
666,24.4963_91.6908,2,4,common
667,24.4963_91.6908,2,4,common
668,23.4084_89.1232,2,2,common
669,23.4084_89.1232,2,2,common
670,23.7584_89.4819,1,2,common
671,22.8173_91.5731,2,4,common
672,23.1085_89.6408,1,4,common
673,23.3585_91.2530,2,2,common
674,23.3585_91.2530,2,2,common
675,24.9849_89.3820,2,2,common
676,24.8962_89.8530,2,4,common
677,23.2962_90.9232,2,2,common
678,24.9172_88.7319,2,3,common
679,24.9172_88.7319,2,2,common
680,24.9172_88.7319,1,3,common
681,24.9172_88.7319,1,2,common
682,23.8963_90.0908,2,4,common
683,23.8963_90.0908,2,2,common
684,22.3497_90.4496,2,3,common
685,22.3497_90.4496,2,2,common
686,24.3963_89.5408,2,2,common
687,23.6085_90.4232,2,4,common
688,23.6085_90.4232,2,2,common
689,23.4673_89.5820,1,2,common
690,23.1997_90.2143,1,2,common
691,23.1997_90.2143,2,2,common
692,23.1997_90.2143,2,2,common
693,23.1997_90.2143,1,2,common
694,25.0497_90.2644,2,4,common
695,25.0497_90.2644,2,2,common
696,23.5260_89.1320,2,2,common
697,23.6261_89.2908,2,2,common
698,24.4084_90.7029,2,3,common
699,24.4260_91.7530,2,1,no_common
700,22.1085_90.6908,2,4,common
701,22.5963_90.7143,2,2,common
702,24.4761_89.9496,2,4,common
703,24.0585_91.2530,2,6,common
704,24.0585_91.2530,2,4,common
705,23.5761_89.1320,1,2,common
706,23.5761_89.1320,1,1,no_common
707,23.5761_89.1320,2,1,no_common
708,23.5761_89.1320,1,2,common
709,24.5849_90.4496,2,2,common
710,24.7173_90.3496,2,4,common
711,24.6463_90.3496,2,4,common
712,24.2173_90.7732,2,1,no_common
713,22.1085_90.2530,2,4,common
714,23.6496_90.5320,2,4,common
715,25.4585_89.3232,2,4,common
716,25.4585_89.3232,2,1,no_common
717,22.6463_90.2029,1,2,common
718,23.8963_90.7496,2,2,common
719,22.4673_89.0644,2,2,common
720,23.3085_88.9731,2,2,common
721,23.6496_88.6496,2,4,common
722,24.6173_89.9908,2,2,common
723,24.6173_89.9908,2,2,common
724,24.6173_89.9908,2,2,common
725,24.2463_91.8495,2,4,common
726,23.6496_89.8496,2,4,common
727,22.7848_89.3320,2,1,no_common
728,24.9463_90.5644,2,4,common
729,23.5761_88.7231,2,2,common
730,24.7261_90.1530,2,1,no_common
731,23.7848_90.0908,2,1,no_common
732,23.7848_90.0908,2,2,common
733,24.9497_89.4731,2,4,common
734,22.4348_90.1732,1,2,common
735,22.4348_90.1732,1,2,common
736,24.2997_90.5408,1,1,no_common
737,23.5963_90.4820,2,4,common
738,24.6496_90.6232,2,2,common
739,24.4761_89.9529,2,4,common
740,24.5673_90.7496,2,4,common
741,23.2261_90.8530,1,2,common
742,23.2261_90.8530,2,2,common
743,23.2261_90.8530,2,1,no_common
744,24.4585_88.7644,2,1,no_common
745,23.8761_88.8232,1,2,common
746,25.0260_90.4496,2,2,common
747,24.9996_89.8530,2,4,common
748,23.9084_89.0408,1,2,common
749,23.5761_91.0644,2,4,common
750,23.5761_91.0644,2,4,common
751,25.1584_89.3996,2,4,common
752,24.7496_89.5996,2,4,common
753,24.5462_89.4908,2,2,common
754,25.0172_89.3030,2,2,common
755,23.9963_90.8232,2,2,common
756,25.5673_89.8232,2,2,common
757,23.6584_88.6732,1,3,common
758,22.3463_90.4496,2,3,common
