label_id,patch_id,class,n_patches,common_bin
107,31.9041_73.2851,1,2,1_common
108,30.9662_72.4351,1,4,3plus_common
109,30.1839_73.5675,1,1,no_common
110,29.6751_72.3439,1,2,1_common
111,30.1040_72.5175,1,4,3plus_common
112,29.8338_73.2527,1,2,1_common
113,31.1251_72.6061,2,4,3plus_common
114,30.2338_72.6675,1,1,no_common
115,29.8041_71.4027,1,4,3plus_common
116,32.0427_71.3351,1,2,1_common
117,31.4926_73.3175,2,1,no_common
118,31.4926_73.3175,1,2,1_common
119,30.9838_73.9027,1,4,3plus_common
120,30.5574_72.4351,1,4,3plus_common
121,31.7074_72.2675,1,2,1_common
122,29.8540_71.4939,1,2,1_common
123,31.4250_73.2027,1,2,1_common
124,30.7250_72.3027,1,4,3plus_common
125,30.7250_72.3027,2,2,1_common
126,30.3750_73.1675,1,1,no_common
127,29.7041_72.3263,1,2,1_common
128,30.7074_73.6175,1,2,1_common
129,31.5339_73.0528,1,5,3plus_common
130,31.5339_73.0528,1,2,1_common
131,32.3041_71.9939,2,1,no_common
132,30.0750_72.4439,1,2,1_common
133,29.8338_70.5675,1,2,1_common
134,31.5926_73.7061,1,2,1_common
135,30.6339_74.0027,2,3,2_common
136,29.7927_70.9027,1,2,1_common
137,31.9926_72.7263,1,1,no_common
138,30.2250_71.5527,1,4,3plus_common
139,31.6750_72.2561,1,1,no_common
140,31.0574_73.9263,1,2,1_common
141,31.2541_70.9675,1,1,no_common
142,31.2541_70.9675,1,1,no_common
143,30.1575_72.6351,1,4,3plus_common
144,30.1575_72.6351,1,4,3plus_common
145,30.2426_72.3263,1,2,1_common
146,31.9162_72.6561,1,2,1_common
147,31.9162_72.6561,1,2,1_common
148,31.9162_72.6561,1,2,1_common
149,30.4574_72.7527,1,4,3plus_common
150,31.2839_72.3351,1,4,3plus_common
151,31.1040_72.2675,1,2,1_common
152,31.1040_72.2675,1,2,1_common
153,30.6040_73.3263,1,2,1_common
154,31.4838_72.8763,1,2,1_common
155,30.8338_73.2763,1,2,1_common
156,30.7927_70.9263,1,3,2_common
157,30.7927_70.9263,2,2,1_common
158,29.9926_72.3175,1,2,1_common
159,29.9926_72.3175,1,2,1_common
160,32.0750_71.2175,1,2,1_common
161,32.0750_71.2175,1,2,1_common
162,32.0750_71.2175,1,2,1_common
163,30.0926_72.5263,1,1,no_common
164,31.0251_74.0175,1,2,1_common
165,30.7663_73.3175,1,2,1_common
166,31.6251_72.1061,1,1,no_common
167,31.1162_72.4027,1,4,3plus_common
168,29.3574_71.2351,1,2,1_common
169,29.4574_70.9561,1,4,3plus_common
170,29.4574_70.9561,1,4,3plus_common
171,31.3074_73.0439,1,2,1_common
172,31.3074_73.0439,1,6,3plus_common
173,31.3074_73.0439,1,4,3plus_common
174,30.4926_71.9352,1,1,no_common
175,30.8074_73.1763,2,4,3plus_common
176,30.8074_73.1763,1,4,3plus_common
177,30.8074_73.1763,1,3,2_common
178,29.8540_72.8351,1,2,1_common
179,29.8540_72.8351,1,2,1_common
180,29.8540_72.8351,1,4,3plus_common
181,29.6663_71.3675,1,1,no_common
182,29.6663_71.3675,1,1,no_common
183,31.0163_73.8675,1,4,3plus_common
184,29.5541_71.9528,1,4,3plus_common
185,30.1040_72.3851,1,2,1_common
186,30.5339_72.7851,1,2,1_common
187,32.4250_71.7061,1,2,1_common
188,30.5838_71.9264,1,4,3plus_common
189,29.6751_72.6763,1,4,3plus_common
190,31.0339_73.8263,1,4,3plus_common
191,31.3663_72.6939,1,2,1_common
192,30.5838_71.9352,1,4,3plus_common
193,29.1751_71.8763,1,1,no_common
194,29.6040_71.6940,1,2,1_common
195,30.5251_72.2175,1,4,3plus_common
196,31.0427_70.9561,1,2,1_common
197,31.0427_70.9561,1,2,1_common
198,30.2162_72.3561,1,2,1_common
199,31.4041_72.9527,1,2,1_common
200,30.6040_73.3561,1,4,3plus_common
201,30.9163_71.9027,1,2,1_common
202,30.8574_72.0939,2,2,1_common
203,31.0163_73.8763,1,2,1_common
204,30.2751_73.2175,1,1,no_common
205,30.1751_71.7061,1,2,1_common
206,31.2839_72.0439,1,1,no_common
207,29.6575_71.3763,1,2,1_common
208,30.1339_72.3561,1,2,1_common
209,30.1339_72.3561,1,4,3plus_common
210,30.4427_73.0263,1,1,no_common
211,31.0163_73.7561,1,2,1_common
212,30.3338_72.3175,1,4,3plus_common
213,31.3574_73.8351,2,2,1_common
214,30.7575_73.7940,1,4,3plus_common
215,30.5163_72.2851,2,4,3plus_common
216,30.0040_70.6852,1,4,3plus_common
217,31.9250_73.5175,1,2,1_common
218,30.2426_72.6527,2,1,no_common
219,31.5838_71.0561,1,2,1_common
220,31.5838_71.0561,1,2,1_common
221,30.6162_72.0027,1,2,1_common
222,31.3162_72.9175,2,1,no_common
223,29.8338_71.6263,1,1,no_common
224,29.8338_71.6263,1,2,1_common
225,31.0163_73.5263,1,2,1_common
226,31.0163_73.5263,1,2,1_common
227,30.0541_72.1940,1,4,3plus_common
228,29.6541_71.9175,1,4,3plus_common
229,30.3750_73.5528,2,4,3plus_common
230,32.2162_71.4440,1,2,1_common
231,30.1339_72.9939,2,2,1_common
232,30.4339_71.6439,1,1,no_common
233,31.5251_73.8061,1,2,1_common
234,30.2839_73.2851,1,1,no_common
235,31.0339_72.9763,2,2,1_common
236,30.8839_73.6561,2,2,1_common
237,29.7250_71.2675,1,2,1_common
238,29.7250_71.2675,1,1,no_common
239,29.7250_71.2675,1,2,1_common
240,31.0339_73.8675,2,1,no_common
241,31.0163_73.9675,1,4,3plus_common
242,29.6427_71.6439,2,2,1_common
243,30.6927_72.6439,1,3,2_common
244,30.0838_71.3561,2,2,1_common
245,31.5750_71.1527,1,2,1_common
246,30.9662_73.8527,1,2,1_common
247,30.9662_73.8527,1,3,2_common
248,29.7839_71.6061,1,1,no_common
249,31.0750_72.0763,1,2,1_common
250,30.7162_72.3027,1,4,3plus_common
251,30.5339_73.4263,1,2,1_common
252,30.1541_73.5528,1,4,3plus_common
253,30.4251_72.6561,1,4,3plus_common
254,30.4541_72.0061,1,2,1_common
255,29.7751_72.5527,1,4,3plus_common
256,31.1162_73.7439,1,6,3plus_common
257,30.9163_72.6061,1,3,2_common
258,30.9251_72.4263,1,1,no_common
259,29.7426_70.6061,1,2,1_common
260,29.6575_71.5527,1,4,3plus_common
261,32.2338_72.3027,1,4,3plus_common
262,32.2338_72.3027,1,4,3plus_common
263,32.2338_72.3027,1,2,1_common
264,31.9926_71.9939,1,1,no_common
265,29.8662_70.6940,1,1,no_common
266,30.5541_72.7763,1,2,1_common
267,30.0251_72.0675,1,2,1_common
268,30.0251_72.0675,1,1,no_common
269,31.5574_73.7027,1,4,3plus_common
270,31.1575_72.1027,1,4,3plus_common
271,31.1575_72.1027,1,4,3plus_common
272,31.2541_73.0675,1,2,1_common
273,31.2541_73.0675,2,2,1_common
274,32.1339_72.8351,1,2,1_common
275,29.9574_71.4528,1,4,3plus_common
276,29.9574_71.4528,1,4,3plus_common
277,31.2426_73.0351,2,2,1_common
278,31.2426_73.0351,1,1,no_common
279,31.5041_73.0528,1,4,3plus_common
280,30.4427_73.7061,1,4,3plus_common
281,32.0075_71.8263,1,3,2_common
282,30.1575_72.7675,2,1,no_common
283,29.9427_72.0675,1,2,1_common
284,30.8540_74.0175,1,4,3plus_common
285,30.8540_74.0175,1,4,3plus_common
286,30.8540_74.0175,1,3,2_common
287,30.0574_73.1939,1,4,3plus_common
288,30.0574_73.1939,1,2,1_common
289,29.5427_71.6764,1,2,1_common
290,29.5427_71.6764,1,2,1_common
291,31.7250_73.4175,1,2,1_common
292,30.1541_73.4763,1,2,1_common
293,31.1427_73.5175,2,1,no_common
294,30.7162_72.0527,1,4,3plus_common
295,31.0574_73.9351,1,2,1_common
296,29.8839_71.2851,1,4,3plus_common
297,30.0926_71.3561,2,2,1_common
298,31.5838_71.0263,1,2,1_common
299,29.8074_71.4440,1,4,3plus_common
300,29.4251_71.3939,1,2,1_common
301,30.3839_72.3561,1,4,3plus_common
302,30.3250_73.1351,1,2,1_common
303,29.6575_71.8061,1,2,1_common
304,31.2338_72.3763,1,2,1_common
305,30.3250_71.9939,1,1,no_common
306,31.0251_73.8263,1,4,3plus_common
307,29.8250_72.7175,1,1,no_common
308,30.8574_71.0175,1,2,1_common
309,31.2663_70.9175,1,1,no_common
310,31.0163_73.5351,1,2,1_common
311,31.0163_73.5351,1,2,1_common
312,29.4541_70.9528,1,4,3plus_common
313,29.4541_70.9528,1,4,3plus_common
314,29.7426_72.1940,1,1,no_common
315,30.9662_72.5061,1,3,2_common
316,29.5838_71.9851,1,2,1_common
317,30.4750_72.7263,1,4,3plus_common
318,30.4750_72.7263,1,4,3plus_common
319,29.5040_71.7263,1,4,3plus_common
320,29.5040_71.7263,1,2,1_common
321,29.5040_71.7263,1,4,3plus_common
322,31.4574_73.2439,1,4,3plus_common
323,31.4574_73.2439,1,4,3plus_common
324,32.1662_72.6027,1,2,1_common
325,32.0750_72.8763,1,2,1_common
326,31.3751_73.1061,1,4,3plus_common
327,31.3751_73.1061,1,2,1_common
328,31.5251_70.9561,1,2,1_common
329,29.7338_71.4763,1,2,1_common
330,29.7338_71.4763,1,1,no_common
331,29.7338_71.4763,1,2,1_common
332,31.5541_70.9939,1,1,no_common
333,30.1839_72.7027,1,4,3plus_common
334,30.1839_72.7027,1,4,3plus_common
335,30.1839_72.7027,1,4,3plus_common
336,32.2839_72.3351,1,3,2_common
337,32.2839_72.3351,1,2,1_common
338,31.6662_71.0527,1,4,3plus_common
339,31.0662_72.0061,1,2,1_common
340,31.4540_72.9439,1,2,1_common
341,30.0838_72.7527,1,4,3plus_common
342,30.8839_73.8939,1,1,no_common
343,31.5838_73.6175,2,1,no_common
344,30.1575_72.1561,1,4,3plus_common
345,31.2839_70.9675,1,1,no_common
346,31.2839_70.9675,1,1,no_common
347,30.0750_71.0439,1,3,2_common
348,30.0750_71.0439,1,2,1_common
349,30.7575_72.0561,1,4,3plus_common
350,30.7575_72.0561,2,4,3plus_common
351,31.3162_73.4175,1,1,no_common
352,30.3426_71.8061,2,4,3plus_common
353,31.0339_73.1175,1,1,no_common
354,31.0339_73.1175,1,1,no_common
355,31.0339_73.1175,1,3,2_common
356,29.5926_71.9175,1,1,no_common
357,29.5926_71.9175,1,1,no_common
358,30.9662_73.8175,1,4,3plus_common
359,31.0163_72.7061,1,4,3plus_common
360,29.9574_71.3351,1,4,3plus_common
361,29.9574_71.3351,1,4,3plus_common
362,29.9574_71.3351,1,2,1_common
363,29.9574_71.3351,1,4,3plus_common
364,29.9574_71.3351,1,2,1_common
365,29.8074_71.5527,1,4,3plus_common
366,31.3927_73.2061,1,3,2_common
367,29.6663_72.1263,1,1,no_common
368,29.6663_72.1263,1,1,no_common
369,31.9074_71.7175,1,2,1_common
370,31.0040_73.8527,1,2,1_common
371,29.6663_71.8439,1,1,no_common
372,30.0662_71.6940,1,1,no_common
373,29.5838_71.8527,1,2,1_common
374,29.8250_71.4264,1,2,1_common
375,29.8250_71.4264,1,2,1_common
376,29.8250_71.4264,1,1,no_common
377,29.8426_71.4352,1,2,1_common
378,30.2839_72.4851,1,2,1_common
379,31.6427_72.2675,1,2,1_common
380,30.2426_73.0851,2,4,3plus_common
381,31.7663_73.0763,1,3,2_common
382,31.7663_73.0763,1,3,2_common
383,30.9075_72.4061,1,4,3plus_common
384,29.9427_73.0175,1,1,no_common
385,30.9750_72.4263,1,4,3plus_common
386,29.6074_71.1940,1,2,1_common
387,30.0163_71.1852,1,4,3plus_common
388,30.0163_71.1852,1,4,3plus_common
389,30.0163_71.1852,1,4,3plus_common
390,29.6427_71.3675,1,1,no_common
391,29.6427_71.3675,1,1,no_common
392,32.0427_73.3851,1,1,no_common
393,31.3663_72.8175,2,1,no_common
394,31.3162_73.4263,2,1,no_common
395,31.3162_73.4263,1,1,no_common
396,29.9251_71.5263,1,2,1_common
397,29.7927_70.5675,1,2,1_common
398,31.1839_72.0763,1,3,2_common
399,31.1339_72.0939,1,1,no_common
400,31.1251_73.2263,1,3,2_common
401,29.9075_71.1527,1,4,3plus_common
402,30.1927_73.6439,1,1,no_common
403,30.1927_73.6439,1,1,no_common
404,29.2162_72.5763,1,1,no_common
405,30.6541_72.6351,1,4,3plus_common
406,30.5075_72.3351,1,2,1_common
407,29.7751_72.1439,1,3,2_common
408,31.1251_71.2061,1,2,1_common
409,31.9074_72.8439,1,4,3plus_common
410,30.5339_72.7175,1,4,3plus_common
411,30.5339_72.7175,1,4,3plus_common
412,31.4338_71.0175,1,2,1_common
413,30.6339_72.3939,1,2,1_common
414,30.9541_70.6852,1,4,3plus_common
415,31.4041_72.2763,1,2,1_common
416,30.2575_73.6763,1,4,3plus_common
417,30.0926_72.7175,1,2,1_common
418,30.1427_72.6763,1,1,no_common
419,30.6339_72.5263,1,2,1_common
420,29.4750_71.4561,1,4,3plus_common
421,31.8751_72.4175,1,1,no_common
422,30.3426_71.7675,1,1,no_common
423,31.0838_73.2439,2,1,no_common
424,31.2074_72.6439,2,5,3plus_common
425,31.2074_72.6439,2,4,3plus_common
426,30.4427_71.8175,1,1,no_common
427,31.6750_72.3027,1,2,1_common
428,30.1839_72.0851,1,1,no_common
429,30.8540_74.0027,1,4,3plus_common
430,29.7927_71.4763,1,2,1_common
431,30.2663_72.9061,1,2,1_common
432,30.0838_71.4440,1,1,no_common
433,31.0574_73.3763,0,2,1_common
434,32.0541_72.4763,1,2,1_common
435,32.0541_72.4763,1,4,3plus_common
436,29.9926_73.0439,1,2,1_common
437,30.1927_71.5763,1,2,1_common
438,29.7751_71.7263,1,2,1_common
439,30.7663_70.6561,1,4,3plus_common
440,30.7250_72.4527,1,3,2_common
441,31.8250_73.3675,1,1,no_common
442,29.5926_72.6675,1,2,1_common
443,29.9251_72.3175,1,1,no_common
444,29.6751_71.2061,1,3,2_common
445,30.3540_72.9175,1,2,1_common
446,30.6427_74.0027,1,2,1_common
447,30.0750_70.7263,1,2,1_common
448,30.4750_72.7351,1,4,3plus_common
449,30.4750_72.7351,1,4,3plus_common
450,32.3162_72.3561,1,2,1_common
451,32.3162_72.3561,1,1,no_common
452,30.9750_72.4675,1,1,no_common
453,30.9750_72.4675,1,1,no_common
454,29.8540_71.6527,1,2,1_common
455,29.2426_71.3939,1,4,3plus_common
456,29.2426_71.3939,1,4,3plus_common
457,29.2426_71.3939,1,1,no_common
458,29.8041_70.7175,1,2,1_common
459,30.7540_73.2763,1,2,1_common
460,29.8074_71.8561,1,4,3plus_common
461,31.4838_73.1175,1,2,1_common
462,31.4838_73.1175,1,2,1_common
463,30.9041_72.6439,1,2,1_common
464,30.0427_71.6561,1,2,1_common
465,30.0427_71.6561,1,2,1_common
466,30.3250_70.9939,1,2,1_common
467,30.8927_73.5027,1,2,1_common
468,31.5662_71.0263,1,4,3plus_common
469,31.5662_71.0263,1,2,1_common
470,31.0574_73.6675,1,2,1_common
471,29.8927_70.6439,1,2,1_common
472,31.0574_72.9351,1,2,1_common
473,31.0040_73.7561,1,6,3plus_common
474,31.9074_72.6263,1,2,1_common
475,29.5926_70.8851,1,1,no_common
476,29.3162_71.5175,1,1,no_common
477,29.3162_71.5175,1,2,1_common
478,32.2074_71.3027,1,4,3plus_common
479,30.2540_72.9851,1,2,1_common
480,30.2540_72.9851,1,2,1_common
481,30.2540_72.9851,1,2,1_common
482,30.2540_72.9851,1,3,2_common
483,30.2540_72.9851,1,3,2_common
484,30.2540_72.9851,1,2,1_common
485,30.8426_74.0061,1,2,1_common
486,31.3162_72.8027,1,2,1_common
487,31.3574_73.2175,1,2,1_common
488,31.3574_73.2175,2,2,1_common
489,31.5750_73.6763,1,2,1_common
490,31.5750_73.6763,1,2,1_common
491,31.5750_73.6763,1,2,1_common
492,30.3250_71.3527,1,2,1_common
493,31.9074_72.3061,2,4,3plus_common
494,30.7839_70.9263,1,1,no_common
495,30.7839_70.9263,1,1,no_common
496,31.2541_72.3939,2,2,1_common
497,31.2751_72.7675,1,1,no_common
498,29.9541_72.5351,1,2,1_common
499,30.4251_73.5851,1,2,1_common
500,29.5427_71.1439,1,2,1_common
501,29.5541_71.1763,1,1,no_common
502,30.1663_71.6675,1,4,3plus_common
503,32.2927_71.8851,1,1,no_common
504,30.3839_73.0351,1,2,1_common
505,30.1839_71.5939,1,1,no_common
506,29.8662_71.1027,1,4,3plus_common
507,30.6162_72.8527,1,4,3plus_common
508,30.3540_71.5561,1,4,3plus_common
509,29.9163_71.0763,1,1,no_common
510,32.0574_72.6439,1,2,1_common
511,31.7541_71.1027,1,4,3plus_common
512,31.1927_72.8527,1,2,1_common
513,32.2338_72.3061,1,4,3plus_common
514,32.2338_72.3061,1,4,3plus_common
515,32.2338_72.3061,1,2,1_common
516,32.2338_72.3061,1,1,no_common
517,29.8574_71.5561,1,4,3plus_common
518,30.5574_70.9263,1,4,3plus_common
519,30.5574_70.9263,1,4,3plus_common
520,30.0251_72.3763,1,4,3plus_common
521,30.9926_73.7527,1,2,1_common
522,30.5251_72.2561,1,2,1_common
523,30.9574_73.1027,2,2,1_common
524,32.0251_72.5851,1,2,1_common
525,30.6427_73.6561,1,2,1_common
526,30.6427_73.6561,1,2,1_common
527,31.3839_72.8263,1,1,no_common
528,30.1751_73.5561,1,3,2_common
529,30.1751_73.5561,1,2,1_common
530,29.8540_72.7851,1,4,3plus_common
531,30.4339_73.7175,1,4,3plus_common
532,29.2540_71.3439,1,2,1_common
533,29.2540_71.3439,1,2,1_common
534,29.2540_71.3439,1,2,1_common
535,29.2540_71.3439,1,4,3plus_common
536,29.4339_71.4851,1,2,1_common
537,30.8074_71.8561,1,4,3plus_common
538,30.8074_71.8561,1,4,3plus_common
539,32.2162_71.8561,1,4,3plus_common
540,30.3162_73.0675,1,1,no_common
541,31.9540_72.3527,1,2,1_common
542,29.6162_71.3263,1,3,2_common
543,29.8250_72.1527,1,1,no_common
544,31.0541_72.9263,1,4,3plus_common
545,30.1663_72.8263,1,2,1_common
546,30.9926_72.0027,1,4,3plus_common
547,29.8750_71.9264,1,4,3plus_common
548,29.9041_72.1175,1,2,1_common
549,30.9662_72.9027,1,2,1_common
550,30.9662_72.9027,1,2,1_common
551,29.8162_71.2527,1,2,1_common
552,31.2426_70.9528,1,4,3plus_common
553,29.8162_71.4264,1,4,3plus_common
554,29.8162_71.4264,1,2,1_common
555,30.9926_73.9027,1,4,3plus_common
556,29.7338_72.5439,1,2,1_common
557,29.7338_72.5439,1,2,1_common
558,31.0075_73.9527,1,4,3plus_common
559,31.4162_73.2175,2,2,1_common
560,31.4162_73.2175,2,4,3plus_common
561,29.7426_71.2675,1,2,1_common
562,31.8162_72.7851,1,4,3plus_common
563,31.8162_72.7851,1,4,3plus_common
564,30.1040_72.0175,1,2,1_common
565,30.1541_72.4851,1,4,3plus_common
566,30.5926_73.1263,1,4,3plus_common
567,31.0163_72.5351,1,2,1_common
568,31.2663_72.3527,1,4,3plus_common
569,30.8426_71.0675,1,1,no_common
570,30.2250_72.2351,1,1,no_common
571,29.8927_72.5061,1,1,no_common
572,32.1075_73.0939,1,4,3plus_common
573,31.2839_72.3763,2,2,1_common
574,31.2839_72.3763,1,4,3plus_common
575,31.2839_72.3763,1,2,1_common
576,31.2338_73.6175,1,4,3plus_common
577,31.4162_72.6351,1,4,3plus_common
578,31.4162_72.6351,1,2,1_common
579,31.4162_72.6351,1,2,1_common
580,30.2250_72.2028,1,2,1_common
581,29.5339_71.8175,1,1,no_common
582,30.6663_73.3851,1,2,1_common
583,29.7663_72.7027,1,4,3plus_common
584,29.5574_70.8851,1,2,1_common
585,29.7041_72.3675,1,2,1_common
586,29.9662_71.6351,1,1,no_common
587,30.4163_72.4561,1,2,1_common
588,31.5163_73.3439,1,2,1_common
589,31.5163_73.3439,1,3,2_common
590,29.5251_71.2263,1,1,no_common
591,30.4574_73.3851,1,3,2_common
592,31.9162_73.0528,1,2,1_common
593,31.9162_73.0528,1,4,3plus_common
594,32.0427_72.9527,1,2,1_common
595,32.1574_72.7675,1,2,1_common
596,30.3574_73.2763,1,3,2_common
597,30.0574_72.5351,1,4,3plus_common
598,30.0574_72.5351,1,4,3plus_common
599,29.8574_71.6940,1,2,1_common
600,31.5427_73.4851,1,2,1_common
601,30.3662_73.0351,1,2,1_common
602,30.0075_71.4175,1,1,no_common
603,30.0075_71.4175,1,1,no_common
604,30.7575_71.8027,1,4,3plus_common
605,30.7162_72.3061,1,4,3plus_common
606,31.7074_73.4439,1,4,3plus_common
607,30.7540_73.5763,1,2,1_common
608,31.4838_73.3561,1,4,3plus_common
609,31.4838_73.3561,1,3,2_common
610,30.7074_71.7527,1,2,1_common
611,30.4075_72.8027,1,4,3plus_common
612,30.4075_72.8027,1,4,3plus_common
613,30.4251_72.3439,1,2,1_common
614,30.4251_72.3439,1,4,3plus_common
615,30.1663_72.7439,1,4,3plus_common
616,32.3041_72.0939,2,1,no_common
617,30.9541_70.6940,2,4,3plus_common
618,30.9541_70.6940,1,4,3plus_common
619,30.4075_72.2527,1,4,3plus_common
620,29.2250_72.8061,1,1,no_common
621,30.6751_74.0263,1,1,no_common
622,30.4662_73.5061,1,3,2_common
623,30.3338_72.2028,1,2,1_common
624,31.4574_72.7263,1,2,1_common
625,30.5163_72.4561,1,2,1_common
626,30.5163_72.4561,1,2,1_common
627,31.5427_72.6175,1,1,no_common
628,30.3250_72.3175,2,2,1_common
629,30.3250_72.3175,1,4,3plus_common
630,31.5041_73.3939,1,3,2_common
631,31.1663_73.8527,1,2,1_common
632,29.6250_71.9528,1,4,3plus_common
633,31.2250_73.3675,1,1,no_common
634,29.5427_72.8527,1,2,1_common
635,31.7074_73.5439,1,1,no_common
636,30.7663_73.4561,2,2,1_common
637,30.7663_73.4561,1,1,no_common
638,31.2751_73.8175,1,2,1_common
639,30.9838_72.4763,2,4,3plus_common
640,29.9750_71.6675,1,3,2_common
641,29.8162_71.6675,1,2,1_common
642,30.2426_73.0675,1,1,no_common
643,30.1839_72.1061,1,2,1_common
644,30.1839_72.1061,1,2,1_common
645,30.1839_72.1061,1,1,no_common
646,30.9251_73.8263,2,4,3plus_common
647,30.3338_71.8027,2,4,3plus_common
648,31.5041_73.3061,1,4,3plus_common
649,31.5041_73.3061,1,4,3plus_common
650,30.3074_73.8527,1,4,3plus_common
651,29.8041_71.0763,1,2,1_common
652,30.5040_72.4939,1,1,no_common
653,30.3250_72.6527,1,2,1_common
654,29.9041_72.3527,1,4,3plus_common
655,30.4926_70.9528,1,4,3plus_common
656,30.4926_70.9528,1,2,1_common
657,30.4163_73.3175,1,2,1_common
658,31.5163_71.0527,1,2,1_common
659,31.7040_73.4939,1,2,1_common
660,29.7927_71.7763,1,2,1_common
661,29.7927_71.7763,1,1,no_common
662,30.8074_72.3439,1,4,3plus_common
663,30.8074_72.3439,1,2,1_common
664,32.0427_71.9061,1,2,1_common
665,30.4251_72.6527,1,4,3plus_common
666,30.9427_73.8527,1,2,1_common
667,30.5040_73.3263,1,4,3plus_common
668,30.0339_72.4351,1,4,3plus_common
669,30.2540_72.4527,1,4,3plus_common
670,30.2540_72.4527,1,4,3plus_common
671,31.7250_73.5939,1,1,no_common
672,29.6074_72.2351,1,4,3plus_common
673,30.1074_72.0351,1,3,2_common
674,31.1751_70.9675,1,2,1_common
675,31.0574_72.7527,1,4,3plus_common
676,31.2663_72.0439,1,1,no_common
