label_id,patch_id,class,n_patches
373,24.0997_90.8408,2,4
374,24.8085_89.9030,2,4
375,24.1173_89.2496,1,4
377,24.7349_90.3996,1,4
379,23.1496_90.7408,1,4
381,23.7584_90.3232,1,4
384,23.7584_90.3232,2,4
390,23.9260_90.7496,2,4
395,22.5260_90.4732,2,4
397,24.9497_89.4030,2,4
411,24.7463_90.5496,2,4
416,22.5462_89.1530,2,4
417,22.5462_89.1530,2,4
425,23.6496_90.9529,2,4
426,23.6496_90.9529,2,4
427,22.9673_89.0030,2,4
433,23.4497_89.8820,2,4
437,23.2584_89.0996,2,4
438,23.4084_88.8820,2,4
441,24.6085_89.4529,2,4
442,22.9585_88.9320,2,4
444,23.0496_88.9996,2,4
451,23.5673_90.4820,2,4
456,24.3173_91.4496,2,4
458,22.3996_90.1408,2,4
461,23.1997_90.8144,1,4
475,24.9761_90.4496,2,4
476,25.1496_89.9496,2,4
480,24.6963_90.1820,2,4
484,23.8085_90.3030,2,4
490,23.2496_91.2820,2,4
501,24.3585_89.2496,2,4
503,22.9260_89.0530,2,4
504,24.9963_89.3820,2,4
506,24.9963_89.3732,2,4
507,24.8996_89.9731,1,4
509,24.7962_88.9731,2,4
510,24.6760_88.7496,1,4
511,24.1672_88.9496,1,5
512,23.9585_90.1030,2,4
514,23.2848_88.7530,1,4
516,23.1997_90.2530,2,4
517,23.1997_90.2530,2,4
526,23.3349_90.8144,2,4
529,22.8963_90.4232,1,4
538,25.0585_89.0408,2,4
542,23.8673_90.5996,2,4
551,22.6349_88.9819,2,4
558,23.8085_88.9529,1,4
559,24.7085_88.7496,2,4
560,24.5497_90.6820,2,4
562,23.3761_89.7908,2,4
563,23.5963_90.8732,2,4
564,23.5963_90.8732,2,4
569,23.7463_90.2029,2,4
570,23.7463_90.2029,2,4
571,23.7463_90.2029,2,4
572,23.7463_90.2029,2,4
576,23.6848_89.8530,2,4
577,25.0849_88.9996,2,4
579,23.8497_89.0408,1,4
580,23.8497_89.0408,1,4
605,23.8996_88.7996,1,4
609,22.6463_91.1530,2,4
622,22.9497_91.2029,2,4
623,22.9497_91.2029,2,4
624,22.9497_91.2029,1,4
625,23.9585_90.1908,2,4
627,23.9585_90.1908,2,4
629,24.5348_89.5030,2,4
630,22.0997_90.2996,2,4
641,23.3349_90.8232,2,4
643,22.9673_88.9320,2,4
645,24.0497_89.0530,1,4
646,23.2848_88.7496,1,4
651,23.0496_91.3732,2,4
653,24.2496_91.4496,2,4
654,24.2496_91.4496,2,4
666,24.4963_91.6908,2,4
667,24.4963_91.6908,2,4
671,22.8173_91.5731,2,4
672,23.1085_89.6408,1,4
676,24.8962_89.8530,2,4
682,23.8963_90.0908,2,4
687,23.6085_90.4232,2,4
694,25.0497_90.2644,2,4
700,22.1085_90.6908,2,4
702,24.4761_89.9496,2,4
703,24.0585_91.2530,2,6
704,24.0585_91.2530,2,4
710,24.7173_90.3496,2,4
711,24.6463_90.3496,2,4
713,22.1085_90.2530,2,4
714,23.6496_90.5320,2,4
715,25.4585_89.3232,2,4
721,23.6496_88.6496,2,4
725,24.2463_91.8495,2,4
726,23.6496_89.8496,2,4
728,24.9463_90.5644,2,4
733,24.9497_89.4731,2,4
737,23.5963_90.4820,2,4
739,24.4761_89.9529,2,4
740,24.5673_90.7496,2,4
747,24.9996_89.8530,2,4
749,23.5761_91.0644,2,4
750,23.5761_91.0644,2,4
751,25.1584_89.3996,2,4
752,24.7496_89.5996,2,4
764,24.3497_89.5232,2,4
767,24.6496_90.2644,2,4
768,24.6496_90.2644,2,4
769,24.6496_90.2644,2,4
774,25.1496_89.7530,2,4
776,23.6760_88.5996,2,4
777,23.6760_88.5996,2,4
782,22.6584_91.1232,2,4
788,23.8463_91.1496,2,4
789,23.8463_91.1496,2,4
790,23.9260_90.2408,2,4
792,23.0963_91.1820,2,4
794,24.8584_91.9496,2,4
797,24.5348_89.5732,2,4
801,24.8173_89.9030,2,4
817,23.2760_89.0030,2,4
828,23.3349_89.1496,2,4
831,24.3996_88.6644,2,4
833,22.4172_90.4496,2,4
837,24.0673_91.2408,2,4
838,22.8463_89.3030,2,4
839,24.4585_89.0732,2,4
842,25.0462_89.9731,2,4
846,24.1173_90.5908,2,4
848,23.4963_91.1496,2,4
860,25.0462_89.9996,2,4
861,25.0462_89.9996,1,4
862,23.4996_89.4819,2,4
870,22.4462_90.1644,2,4
871,22.4462_90.1644,1,4
874,25.2962_89.4232,2,4
878,24.3673_91.5496,2,4
879,23.4260_89.6496,2,4
883,23.3963_88.9496,2,4
890,22.2496_91.0732,1,4
893,24.2997_91.4908,2,4
898,24.4497_89.4408,2,4
900,24.8261_90.1908,2,4
904,23.7584_90.1496,2,4
906,23.5963_89.6232,1,4
910,24.6085_88.9996,2,4
918,24.3963_88.9408,2,4
919,24.3963_88.9408,2,4
921,24.4849_91.9732,2,4
924,22.5462_90.1408,1,4
930,22.8963_90.3530,2,4
944,22.7085_90.3996,1,4
947,23.0496_91.1408,2,4
948,24.0997_90.3530,2,4
949,24.2463_89.1644,2,4
951,23.6085_88.7820,2,4
955,22.1085_90.7143,2,4
958,24.1496_90.0530,1,4
964,23.6848_88.6530,2,4
967,24.1085_90.3408,2,4
974,22.4084_90.4529,2,4
975,23.8497_88.8408,1,4
979,24.7962_91.8495,2,4
980,23.8463_90.6996,2,4
981,23.8463_90.6996,2,4
982,24.5963_91.6530,2,4
993,22.8261_90.2029,2,4
994,22.7463_90.4030,2,4
998,24.9849_89.0030,2,4
999,24.9849_89.0030,2,4
1004,22.0496_90.7029,2,4
1008,24.5997_90.3496,2,4
1010,24.9497_89.4320,2,4
1011,24.9497_89.4320,1,4
1014,24.9497_89.2996,2,4
1020,23.6085_90.4496,2,4
1023,23.8996_90.0496,2,4
1025,23.0496_91.8820,1,4
1031,24.5963_89.5530,2,4
1036,22.6963_90.2029,2,4
1044,22.9996_88.9731,2,4
1047,23.7173_89.5030,2,4
1048,24.5997_90.4496,2,4
1051,22.9996_91.5144,2,4
1056,25.2496_89.3232,2,4
1057,25.2496_89.3232,2,4
1058,25.5996_89.6530,2,4
1066,22.8261_89.6144,2,4
1070,24.0761_89.4030,2,4
1071,24.4497_88.9908,2,4
1076,24.2962_90.5530,2,4
1082,25.2997_89.4320,2,4
1084,25.2997_89.4320,1,4
1085,25.2997_89.4320,2,4
1089,24.7760_89.9232,2,4
1094,22.6760_89.0996,1,4
1095,25.2496_89.3144,2,4
1096,25.2496_89.3144,2,4
1105,23.9172_90.0820,2,4
1107,23.9260_90.1820,2,4
1109,23.3497_91.1530,2,4
1119,24.0497_90.6408,2,4
1123,23.8173_90.2996,2,4
1128,23.8963_90.5820,2,4
1130,23.4172_90.1820,2,4
1132,23.9172_89.6030,2,4
1133,23.9172_89.6030,2,4
1141,24.5963_89.5496,2,4
1143,24.4463_89.4408,2,4
1153,24.2463_90.1030,2,4
1156,24.2463_90.1030,2,4
1162,24.1463_89.0908,1,4
1164,23.6349_90.1496,2,4
1168,24.0462_89.8496,2,4
1171,23.8761_90.3530,1,6
1172,24.0997_90.6030,2,4
1173,24.0997_90.6030,2,4
1179,23.1760_90.2320,2,4
1181,23.0963_91.3495,2,4
1183,24.7085_88.8030,2,4
1194,23.6085_88.7908,2,4
1196,23.1997_92.0731,1,4
1203,23.4996_91.1530,2,4
1204,23.4996_91.1530,2,4
1205,23.4996_91.1530,2,4
1208,23.5585_88.7732,2,4
1209,23.9260_91.0644,2,4
1211,23.6997_91.0496,2,4
1213,24.0260_89.0908,1,4
1221,24.8584_91.6996,2,4
1226,24.8349_90.1908,2,4
1227,22.0584_90.2320,2,4
1233,24.2496_89.1732,2,4
1238,24.5462_90.3144,2,4
1239,22.4585_89.0496,2,4
1243,22.5997_90.1496,2,4
1244,23.0496_89.0030,2,4
1250,24.2997_91.5408,2,4
1252,24.5997_90.4144,2,4
1253,23.8849_90.3496,1,6
1257,24.5997_88.4907,1,4
1258,24.0673_89.8820,2,4
1259,24.0673_89.8820,2,4
1260,24.0673_89.8820,2,4
1273,22.8084_89.4529,2,4
1276,23.6963_88.6996,2,4
1277,23.6963_88.6996,2,4
1281,25.2584_89.3144,2,4
1284,24.9463_89.3996,2,4
1290,24.6463_90.3908,2,4
1294,24.8496_90.5144,2,4
1299,24.1997_91.1996,2,4
1306,24.7760_90.8232,2,4
1308,22.7848_90.8644,2,4
1311,22.6760_90.3232,1,4
1318,24.2496_91.5030,2,4
1319,24.2496_91.5030,2,4
1320,24.2496_91.5030,2,4
1321,22.2463_90.7408,2,4
1327,24.2962_90.5496,2,4
1329,22.9497_91.3231,2,4
1346,22.1760_90.1030,2,4
1348,25.0761_90.9030,2,4
1349,24.5497_89.4731,2,4
1357,23.2173_90.3408,2,4
1359,22.2672_90.2644,2,4
1366,23.0997_91.0030,2,4
1367,22.8261_89.5820,2,4
1382,23.7997_91.1496,2,4
1390,22.4497_89.8820,2,4
1392,24.3585_88.9908,2,4
1393,23.9260_88.9908,1,4
1399,23.3261_90.8144,2,4
1401,22.2962_90.0996,2,4
1409,24.4172_89.4529,2,4
1413,22.9497_91.8820,1,4
1414,22.9497_91.8820,1,4
1417,24.0172_89.0908,1,4
1419,24.0172_89.0908,1,4
1432,24.0172_89.0908,1,4
1439,23.0761_89.4496,2,4
1440,23.3261_89.1530,2,5
1441,23.9260_90.7530,2,4
1446,24.4084_91.8495,2,4
1451,24.5497_90.8644,2,4
1453,25.2672_89.3496,2,4
1457,24.4497_90.4732,1,4
1460,24.3463_88.7496,2,4
1461,24.3463_88.7496,2,4
1462,23.8085_90.0320,2,4
1466,22.9963_91.2530,2,4
1468,24.3963_89.5320,2,4
1487,23.1848_90.3530,2,4
1493,24.0997_90.3320,2,4
1494,24.0997_90.3320,2,4
1500,24.7760_89.3996,2,4
1505,24.7760_89.3996,2,4
1510,24.5849_91.6820,2,4
1518,24.5673_90.4996,2,4
1521,23.9172_91.0030,2,4
1524,24.6584_88.9320,2,4
1535,23.7962_89.3030,2,4
1540,24.6963_88.8732,1,4
1543,23.0963_91.3407,2,4
1544,22.8673_91.2530,2,4
1549,24.1463_90.1732,2,4
1550,23.2496_91.1732,2,4
1552,24.7173_88.7530,2,4
1553,23.4260_89.6530,2,4
1554,25.1672_89.7496,2,4
1565,23.6997_89.2644,1,4
1576,22.4497_89.8732,2,4
1586,22.8261_89.6030,2,4
1587,22.8261_89.6030,2,4
1588,22.8261_89.6030,2,4
1595,23.2584_91.2820,2,4
1597,23.4348_88.9030,1,4
1601,24.5585_89.5496,2,4
1603,23.4172_90.1732,2,4
1614,22.6463_90.9643,2,4
1615,23.0997_91.3495,2,4
1616,22.6085_90.6408,2,4
1620,23.4497_89.8732,2,4
1621,22.2463_90.7496,2,4
1627,24.0084_89.1144,2,4
1630,24.0497_89.6530,1,4
1631,24.0497_89.6530,1,4
1632,22.9673_88.9996,2,4
1633,23.2085_90.9496,2,4
1634,24.3349_89.5496,2,4
1638,23.8085_90.2996,2,4
1645,23.8963_88.8408,1,4
1653,23.8963_90.1232,2,4
1658,22.7760_90.1144,2,4
1685,22.9963_88.9819,2,4
1691,24.6672_88.7407,1,4
1692,24.6463_90.3530,2,4
1695,23.6997_88.6996,2,4
1696,23.6997_88.6996,2,4
1697,23.7997_90.1030,2,4
1704,23.8173_88.6530,2,4
1709,22.6496_90.3496,2,4
1712,24.2496_91.4529,2,4
1714,22.9996_91.2408,2,4
1724,23.9172_90.2320,2,4
1732,22.8996_90.4232,1,4
1743,24.4497_89.9820,2,4
1749,24.0462_89.0530,1,4
1754,25.0462_89.3732,2,4
1768,24.9585_90.2530,2,4
1769,24.9585_90.2530,2,4
1770,22.3996_90.7530,2,4
1771,22.3996_90.7530,2,4
1773,23.2496_90.8996,2,4
1774,23.6463_90.9529,2,4
1775,23.6463_90.9529,2,4
1776,23.6463_88.6496,2,4
1785,23.2760_88.7530,1,4
1789,23.1963_90.2530,2,4
1790,23.1963_90.2530,2,4
1792,22.9673_90.3996,1,4
1796,23.2996_90.3996,2,4
1798,24.3849_88.6732,1,4
1805,23.3963_90.7496,2,4
1808,23.7997_88.7319,2,4
1815,22.8497_91.7996,2,4
1826,23.3963_90.7530,2,4
1829,22.8173_89.6232,2,4
1831,23.2848_89.0030,2,4
1837,22.8673_90.8908,2,4
1840,24.1584_90.1820,2,4
1844,23.1496_90.7320,1,4
1846,22.8173_89.6030,2,4
1847,22.8173_89.6030,2,4
1851,22.8173_89.6030,2,4
1852,22.8173_89.6030,2,4
1853,22.8173_89.6030,2,4
1870,23.6672_89.4529,1,4
1872,22.1085_90.7232,2,4
1878,24.3085_90.9232,2,4
1879,23.3463_89.5320,2,4
1880,23.3463_89.5320,2,4
1883,24.6672_90.5820,1,4
1884,24.7760_90.8320,2,4
1885,24.1760_88.9496,1,5
1887,24.1997_88.9731,2,4
1894,23.8849_90.6030,2,4
1896,24.0172_90.1908,2,4
1897,24.0172_90.1908,2,4
1903,24.2997_90.6996,2,4
1904,24.6997_90.9144,2,4
1906,24.3463_88.7407,2,4
1907,23.7496_90.9529,2,4
1913,23.2496_89.1029,2,4
1914,23.3996_88.8732,2,4
1917,24.0997_90.6732,2,4
1918,24.0997_90.6732,2,4
1926,23.9172_90.6320,2,4
1929,24.6997_88.8030,2,4
1931,22.9963_91.5232,2,4
1932,23.8996_88.8320,1,4
1934,22.5260_90.1820,2,4
1941,25.1584_89.4030,2,4
1947,23.9084_90.6496,2,4
1948,22.9084_90.9232,1,4
1950,23.1173_89.6496,1,4
1958,22.3761_89.1029,2,6
1960,24.3963_90.7496,2,4
1966,24.9761_90.4529,2,4
1967,24.7085_90.3496,2,4
1968,23.8497_89.3908,2,4
1970,23.5963_88.7908,2,4
1973,23.6349_90.4408,1,4
1977,23.3349_89.1530,2,5
1981,24.9463_89.2908,2,4
1983,22.4172_90.4529,2,4
1989,24.3996_89.1029,2,4
1991,25.1496_89.3996,2,4
1992,22.5496_90.1408,1,4
1997,24.9463_88.8996,2,4
1999,23.3463_91.1408,2,6
2001,22.8585_89.0496,2,4
2002,22.8585_89.0496,2,4
2005,24.9996_89.8496,2,4
2006,23.8463_89.3996,2,4
2007,24.9585_90.1996,2,4
2009,22.6760_90.3144,1,4
2010,25.0462_90.0030,2,4
2011,25.0462_90.0030,1,4
2013,22.6496_91.1496,2,4
2015,24.2496_89.1644,2,4
2017,24.9849_89.3996,2,4
2029,23.2261_90.3320,2,4
2035,22.9463_89.4819,2,4
2036,24.3173_90.9232,2,4
2038,23.6496_90.9496,2,4
2039,23.6496_90.9496,2,4
2040,24.2496_89.2319,2,4
2050,23.6261_90.3820,2,4
2055,23.4761_91.2029,2,4
2056,23.4761_91.2029,2,4
2059,24.5260_89.5530,2,4
2062,23.9260_91.0732,2,4
2065,23.2962_89.0320,1,4
2068,23.8497_91.1496,2,4
2069,23.8497_91.1496,2,4
2070,23.8497_91.1496,2,4
2077,23.4996_89.4731,2,4
2078,24.1584_90.5496,2,4
2080,24.4463_88.4996,2,4
2081,22.0584_90.7029,2,4
2082,24.0997_91.1496,2,4
2089,23.3761_91.0820,2,4
2093,25.0585_89.9908,2,5
2094,24.7463_90.7820,2,4
2097,24.4084_88.6408,2,4
2109,24.9673_90.1996,2,4
2112,22.5172_90.3496,2,4
2115,24.7085_90.3408,2,4
2119,23.6997_89.5996,1,4
2127,24.3963_88.9529,2,4
2128,24.3963_88.9529,2,4
2132,24.2962_90.6908,2,4
2134,24.3673_88.6732,2,4
2142,24.9463_90.5732,2,4
2150,23.5997_90.4732,2,4
2151,23.5997_90.4732,2,4
2152,23.5997_90.4732,2,4
2153,24.0761_90.9529,2,4
2157,22.7496_91.8732,2,4
2159,23.0997_90.6996,2,4
2166,22.9497_90.8996,2,4
2173,22.7672_90.0996,1,4
2174,22.7672_90.0996,1,4
2177,22.9463_91.2996,2,4
2178,22.9172_90.9320,1,4
2181,23.4260_90.7530,2,4
2182,25.2672_89.3232,2,4
2187,23.9963_89.0232,1,4
2188,22.1760_90.0996,2,4
2204,24.0497_89.6496,1,4
2205,24.0497_89.6496,1,4
2206,23.0849_89.4529,2,4
2213,23.5084_91.1530,2,4
2215,24.7962_88.7530,2,6
2217,24.7463_90.5530,2,4
2218,24.7463_90.5530,2,4
2220,24.1997_88.9643,2,4
2233,24.0673_89.3996,2,4
2241,24.0963_90.6996,1,4
2246,24.2085_88.9408,2,4
2252,24.1463_89.0820,1,4
2254,22.1672_90.1030,2,4
2255,22.8463_91.5496,2,4
2258,24.1463_90.1644,2,4
2259,24.1349_90.3496,2,4
2267,22.8673_89.0530,2,4
2268,22.8673_89.0530,2,4
2275,24.7496_90.6030,1,4
2281,25.1760_89.7496,2,4
2289,24.3761_88.9408,2,4
2291,23.5997_91.0496,2,4
2292,24.2962_91.5030,2,4
2293,22.3996_90.7496,2,4
2294,22.3996_90.7496,2,4
2297,24.1963_88.9643,2,4
2298,23.8497_90.6820,2,4
2299,23.8497_90.6820,2,4
2305,24.4497_89.4496,2,4
2307,24.7848_89.4030,2,4
2308,24.7848_89.4030,2,4
2314,23.6261_89.8496,2,4
2315,23.6261_89.8496,2,4
2321,23.6261_89.8496,2,4
2322,23.6261_89.8496,2,4
2325,24.0761_89.8820,2,4
2326,24.0761_89.8820,2,4
2327,24.0761_89.8820,2,4
2334,24.4996_88.8996,1,4
2335,24.6085_88.4819,1,4
2337,23.5348_89.0144,2,4
2338,25.1084_89.7408,2,4
2348,24.4463_92.0030,2,4
2350,25.0260_89.3644,2,4
2353,22.3849_89.0996,2,4
2357,24.3173_90.9144,2,4
2363,24.6760_90.5820,1,4
2365,23.9260_90.2320,2,4
2367,23.1760_90.8320,2,4
2371,22.9260_89.0496,2,4
2379,23.3673_91.0820,2,4
2380,23.8497_89.0908,1,4
2384,23.0348_89.6030,1,4
2400,24.1963_91.1996,2,4
2401,24.3996_89.5232,2,4
2412,23.8497_89.2231,1,4
2413,22.7962_89.6320,2,4
2416,23.6349_90.3820,2,4
2417,23.6349_90.3820,2,4
2418,24.0497_89.8496,2,4
2420,24.2584_88.9908,2,4
2423,24.0462_89.6496,1,4
2424,24.3761_90.4030,2,4
2427,24.2997_91.5030,2,4
2431,23.7463_90.1996,2,4
2432,23.7463_90.1996,2,4
2433,23.7463_90.1996,2,4
2435,22.8963_90.3996,1,4
2436,22.8963_90.3996,2,4
2441,22.9585_90.4030,1,4
2443,22.9585_90.4030,1,4
2448,23.0462_89.4030,2,4
2449,23.7173_89.4996,2,4
2450,22.8761_89.0496,2,4
2451,24.3849_88.9408,2,4
2453,24.6496_90.3908,2,4
2459,24.0997_90.1820,2,4
2460,24.0997_90.1820,2,4
2462,24.0997_90.1820,2,4
2463,24.3761_88.6644,2,4
2466,23.8761_90.3496,1,6
2467,23.0462_91.1496,2,4
2474,23.8963_90.0820,2,4
2477,23.3085_91.2029,2,4
2478,24.0462_89.6530,1,4
2483,24.0462_91.2496,2,4
2487,23.9497_89.0996,1,4
2488,23.9497_89.0996,1,4
2494,24.0963_90.8408,2,4
2495,23.6672_90.3732,2,4
2503,24.7496_90.3644,1,4
2521,23.7496_90.9496,2,4
2529,23.6463_90.5530,2,4
2530,23.6463_90.5530,2,4
2531,23.6463_90.5530,2,4
2532,23.6463_90.5530,2,4
2544,23.5496_89.2319,2,4
2549,24.0963_90.6644,2,4
2564,24.8996_89.8530,2,4
2571,23.3996_88.8820,2,4
2575,25.0585_90.2530,2,4
2581,24.1261_90.1644,2,4
2582,22.7848_90.1320,2,4
2591,23.6173_89.8644,2,4
2596,23.0462_91.3732,2,4
2601,23.6963_89.5996,1,4
2602,24.3761_90.3996,2,4
2607,25.0963_89.2996,2,4
2608,25.0963_89.2996,2,4
2612,23.9585_89.8320,2,4
2613,25.1584_89.0496,2,4
2618,22.8963_89.5732,2,4
2619,22.8963_89.5732,2,4
2621,24.4585_90.4320,2,4
2624,25.0996_89.4529,2,4
2627,23.5260_89.0144,2,4
2628,23.9172_90.1496,2,4
2630,22.0496_90.6996,2,4
2635,23.6463_88.6408,2,4
2639,23.0997_91.3407,2,4
2640,22.8673_89.0496,2,4
2641,22.8673_89.0496,2,4
2642,24.2173_90.5530,2,4
2644,23.4463_89.0908,2,4
2647,23.8996_88.8408,1,4
2655,24.3996_88.9320,2,4
2663,23.8585_89.0996,1,4
2664,22.7463_89.0496,2,4
2666,24.6672_90.5908,1,4
2670,24.4497_90.3996,1,4
2675,23.9348_89.6232,2,4
2677,22.1672_90.0996,2,4
2681,22.9084_90.9320,1,4
2683,25.0497_90.0030,2,4
2684,25.0497_90.0030,1,4
2687,25.0497_90.0030,1,4
2688,22.1173_90.2530,2,4
2694,23.6584_89.5496,2,4
2696,24.7672_89.9232,2,4
2700,23.7962_90.3232,2,4
2703,25.2584_89.5530,2,4
2706,24.0963_90.1408,2,4
2708,24.4673_90.4232,2,4
2711,24.4172_88.6996,2,4
2716,22.8084_91.1644,2,4
2717,24.0997_91.1530,2,4
2719,23.5997_90.4529,2,4
2720,23.5997_90.4529,2,4
2724,24.7463_90.7908,2,4
2726,23.5673_91.0530,2,4
2729,25.0084_88.7496,2,4
2731,23.3463_89.5232,2,4
2732,22.7463_90.9732,1,4
2736,23.7997_88.9030,2,4
2740,24.0761_89.8908,2,4
2741,24.0761_89.8908,2,4
2745,23.7760_90.5732,2,4
2747,22.9761_90.8820,2,4
2749,22.9497_89.4731,2,4
2751,23.6997_88.7029,2,4
2752,23.6997_88.7029,2,4
2753,24.1963_91.2029,2,4
2759,23.8463_88.7319,1,4
2762,24.3761_88.9030,2,4
2773,25.0497_89.3644,2,4
2776,22.4084_90.4496,2,4
2777,23.6760_89.4496,1,4
2778,24.4497_90.4529,2,4
2779,24.4497_90.4529,2,4
2781,24.5963_90.3996,2,4
2782,24.4585_89.9908,2,4
2784,23.9673_89.2644,2,4
2785,23.3673_90.0496,2,4
2792,22.8084_89.5820,2,4
2793,23.2463_91.7996,1,4
2797,22.7463_90.3996,2,4
2798,23.1584_89.6496,1,4
2805,22.7962_90.3644,2,4
2808,22.6997_90.1996,2,4
2809,24.0497_91.2408,2,4
2810,24.0497_91.2408,2,4
2819,23.3849_89.7820,2,4
2820,23.5963_90.8496,2,4
2822,23.8996_89.0320,1,4
2828,22.2996_90.0996,2,4
2833,23.0496_91.1496,2,4
2834,22.8463_91.5529,2,4
2835,23.2584_90.9030,2,4
2837,24.0997_90.6644,2,4
2839,24.8463_90.6030,2,4
2841,25.2584_89.5496,2,4
2847,23.5585_91.0496,2,4
2848,24.9673_89.8496,2,4
2849,24.9673_89.8496,2,4
2853,23.8497_88.7143,2,4
2854,22.5260_89.2496,1,4
2857,23.7496_89.1320,1,4
2861,24.2496_89.2408,2,4
2867,24.4963_90.2530,2,4
2869,23.9849_90.0732,2,4
2870,24.0462_90.6232,2,4
2872,23.7496_89.9996,2,4
2878,24.0084_91.2530,2,4
2885,24.5997_90.4529,2,4
2892,23.3463_91.1496,2,4
2893,23.3463_91.1496,2,4
2899,24.2848_88.9996,2,4
2901,23.9673_89.8408,2,4
2906,23.9996_89.0030,1,4
2907,23.9996_89.0030,1,4
2908,23.7997_88.7407,2,4
2913,24.0084_88.9731,1,4
2917,22.3849_89.0908,2,4
2923,22.6261_90.3644,2,4
2925,22.0963_90.2996,2,4
2937,24.8584_91.6908,2,4
2940,24.6085_89.0030,2,4
2941,23.2996_89.0320,1,4
2944,25.0462_89.9820,2,4
2945,25.0462_89.9820,2,4
2971,22.1584_90.3530,1,4
2972,23.9084_89.0320,1,4
2975,23.6997_90.0496,2,4
2976,22.9673_90.4030,1,4
2977,23.9673_89.1908,1,4
2990,24.4761_91.9732,2,4
2992,23.8497_89.3820,2,4
2993,24.9673_90.2496,2,4
3001,24.3173_88.8496,2,4
3012,23.7496_90.0030,2,4
3018,24.4463_90.4732,1,4
3022,24.3497_88.9996,2,4
3027,22.9497_91.1996,2,4
3028,22.9497_91.1996,2,4
3029,22.9497_91.1996,1,4
3032,24.4497_89.0530,2,4
3033,22.9172_89.0496,2,4
3040,24.6997_88.8732,1,4
3046,24.4463_90.4030,1,4
3048,24.1672_89.0232,2,4
3049,24.5172_88.8732,1,4
3058,24.5585_90.7496,2,4
3059,24.5585_90.7496,2,4
3061,23.8463_89.3908,2,4
3065,23.0172_88.9030,2,4
3066,23.0172_88.9030,2,4
3068,25.0462_90.2644,2,4
3071,24.4172_91.8495,2,4
