label_id,patch_id,class,n_patches
2636,22.8497_89.5732,2,3
2671,25.0260_89.4144,2,3
2672,22.8673_90.9030,2,3
2673,22.8673_90.9030,2,3
2686,25.0497_90.0030,1,3
2746,22.6672_91.0144,1,3
2788,24.6173_88.7732,2,3
2790,24.6173_88.7732,1,3
2858,23.7496_89.1320,1,3
2930,23.6085_90.1732,2,3
2951,24.2997_91.5144,2,3
3000,24.7962_88.7407,1,3
3015,23.4761_91.0996,2,3
3016,23.5172_89.1996,2,3
3017,23.5172_89.1996,2,3
3023,24.1085_89.8908,2,3
3075,24.2584_90.7820,2,3
3083,24.9673_88.9320,2,3
3087,23.3849_89.7496,2,3
3119,24.1173_90.3408,2,3
3125,22.8497_89.5644,2,3
3132,24.0849_90.6408,2,3
3139,22.6496_90.9820,1,3
3157,24.1463_90.5408,2,3
3158,24.1463_90.5408,2,3
3187,23.2760_89.2496,2,3
3256,24.0673_91.2232,2,3
3303,22.6584_91.0144,1,3
3316,25.0348_89.2908,2,3
3389,24.0462_91.1820,2,3
3414,23.6496_90.4643,2,3
3416,23.9585_89.2530,1,3
3518,23.9585_89.2820,1,3
3563,23.6085_88.7319,1,3
3564,23.6085_88.7319,2,3
3597,24.4849_89.4731,2,3
3600,24.5462_90.0030,2,3
3610,23.8085_90.0408,2,3
3622,24.0084_91.2644,2,3
3630,23.6349_90.4030,2,3
3711,25.0585_90.0030,1,3
3774,23.0963_89.0732,2,3
3779,23.4761_88.8529,2,3
3782,24.5673_90.7408,2,3
3788,24.8996_89.8496,2,3
3805,23.4260_89.5530,2,3
3813,23.6463_90.4732,2,3
3827,23.9585_89.0996,1,3
3846,23.2349_90.8820,2,3
3854,24.8085_88.7908,1,3
3940,24.5761_90.7408,2,3
3952,23.9084_90.5820,2,3
4100,24.0849_90.3408,2,3
4104,23.6997_89.6820,1,3
4117,23.6496_90.5408,2,3
4145,24.3996_88.6408,2,3
4166,24.4585_90.0820,1,3
4179,23.3085_89.3408,2,3
4180,23.3085_89.3408,2,3
4203,23.3173_89.2408,2,3
4228,25.3584_89.4908,2,3
4230,22.7085_91.7732,1,3
4286,22.5496_91.7644,2,3
4298,24.0997_90.3408,2,3
4322,23.1584_89.5144,1,3
4370,22.9585_89.8408,2,3
4390,23.5673_89.1408,1,3
4393,22.8261_90.3144,2,3
4403,24.9084_88.7319,2,3
4410,24.9761_89.3732,2,3
4522,24.4761_90.0908,2,3
4526,24.4761_90.0908,2,3
4752,23.6173_88.8030,2,3
4815,23.2584_90.2029,2,3
4857,23.1173_89.2996,2,3
4867,22.9463_91.1996,2,3
4880,23.8497_90.1820,2,3
4910,24.0673_91.2496,2,3
4919,24.5497_90.0030,2,3
4976,23.3261_89.2408,2,3
5003,23.2496_90.3408,2,3
5013,22.8173_90.3144,2,3
5037,24.6463_90.0144,2,3
5076,25.0172_89.8408,2,3
5079,23.3349_91.1030,2,3
5088,23.5997_88.7319,1,3
5130,24.4673_89.0732,2,3
5159,23.4260_89.5496,2,3
5185,25.3261_89.2143,2,3
5209,25.0497_89.3732,2,3
5242,23.2261_90.8820,2,3
5255,23.9761_90.2029,2,3
5256,23.7962_90.3030,2,3
5262,23.3673_90.7320,2,3
5289,23.2173_90.4732,2,3
5307,23.6261_90.4408,2,3
5312,22.7173_91.7732,1,3
5328,24.5849_89.4496,2,3
5334,24.3963_88.6644,2,3
5368,22.7173_91.7908,1,3
5378,24.4673_90.0908,2,3
5382,23.6496_90.9732,2,3
5412,23.6997_89.6732,1,3
5414,23.6463_90.9408,2,3
5455,22.7760_90.1320,2,3
5456,22.7760_90.1320,2,3
5460,23.3497_91.2644,2,3
5493,24.9585_88.9320,2,3
5513,23.1349_89.2530,2,3
5546,22.7996_89.3408,2,3
5549,23.7997_90.0996,2,3
5577,25.0348_89.3030,2,3
5619,24.1173_90.3496,2,3
5717,24.2496_89.0908,1,3
5723,23.8761_90.5644,2,3
5757,22.6672_90.2320,2,3
5821,24.6496_90.4144,1,3
5827,24.9172_88.7143,2,3
5828,24.9172_88.7143,2,3
5829,22.7173_91.7820,1,3
5841,24.4849_89.0996,2,3
5856,24.1760_90.6996,2,3
5860,24.7496_88.7029,2,3
5888,24.0084_90.2029,2,3
5915,24.8996_90.3908,2,3
5955,25.0260_89.3030,2,3
5983,24.4963_89.4529,2,3
5984,24.4963_89.4529,2,3
5996,24.3673_89.2732,2,3
6001,24.4673_90.0820,1,3
6007,22.6463_91.8644,2,3
6010,23.0849_91.9908,1,3
6043,22.6672_91.1496,2,3
6117,24.4084_89.4496,2,3
6161,24.3963_88.6408,2,3
6166,23.2085_90.8030,2,3
6186,22.6463_90.9820,1,3
6239,22.8585_91.2530,2,3
6271,24.2584_89.3408,2,3
6308,23.2672_89.2496,2,3
6323,24.1848_90.7732,2,3
6348,24.7997_88.7407,1,3
6375,23.7584_89.1320,1,3
6377,24.9172_90.3644,2,3
6393,24.7584_88.6908,2,3
6419,24.3761_89.2644,2,3
6442,25.0260_89.2908,2,3
6508,23.3585_89.5408,1,3
6512,23.7085_91.0530,2,3
6544,22.6496_91.8644,2,3
6550,23.5673_90.4496,1,3
6555,23.1261_89.1320,2,3
6559,24.4348_89.6320,2,3
6564,23.0963_91.1496,2,3
6574,24.3996_90.7530,2,3
6611,23.9348_89.1408,2,3
6624,22.0997_90.7232,2,3
6805,23.6997_89.7530,2,3
6812,23.6085_88.7407,2,3
6853,23.3761_89.2408,2,3
6865,23.1997_90.8030,2,3
6873,23.0997_89.1530,2,3
6915,24.1496_90.5496,2,3
6929,25.3496_89.5144,2,3
6937,24.0761_90.3408,2,3
6956,23.3497_91.1408,2,3
6959,24.9260_88.7319,1,3
6992,23.6349_90.4529,2,3
7069,24.7173_89.3908,2,3
7077,24.3996_90.7496,2,3
7078,24.3996_90.7496,2,3
7087,22.5496_91.7732,2,3
7092,23.6173_90.4232,2,3
7108,25.3584_89.5144,2,3
7157,23.5761_88.7029,2,3
7160,24.0084_90.1996,2,3
7178,24.4172_90.7029,2,3
7191,23.6848_88.8144,1,3
7274,23.4084_90.9908,2,3
7321,23.2463_90.3408,2,3
7382,24.3085_91.5144,2,3
7445,24.3585_89.2408,2,3
7461,23.1760_89.5996,1,3
7495,25.0348_89.2996,2,3
7520,24.4761_89.4731,2,3
7542,23.8349_88.7530,2,3
7587,25.3173_89.2143,2,3
7599,23.4463_89.1408,2,3
7604,23.6760_88.8144,1,3
7633,23.9996_89.1820,1,3
7636,22.7085_91.7320,1,3
7673,23.5761_90.4496,1,3
7674,23.5761_90.4496,2,3
7694,23.8585_88.7319,1,3
7735,22.1672_90.2496,2,3
7738,24.6261_88.7732,2,3
7740,24.6261_88.7732,1,3
7743,23.3761_89.7496,2,3
7754,23.1848_89.5996,1,3
7764,23.8585_90.1820,2,3
7863,22.7672_90.1320,2,3
7901,23.3996_88.8908,2,3
7957,23.3585_89.5320,1,3
7967,24.7672_88.6908,2,3
7968,24.7672_88.6908,2,3
8003,24.7496_88.6996,2,3
8020,24.4996_89.5320,2,3
8077,23.6261_90.4030,2,3
8118,23.7085_89.0144,2,3
8150,24.0497_91.1820,2,3
8159,23.7962_90.2996,2,3
8208,24.1496_90.5408,2,3
8209,24.1496_90.5408,2,3
8210,24.1496_90.5408,2,3
8287,22.9849_90.8820,1,3
8292,23.8673_90.5908,2,3
8317,24.2496_89.3408,2,3
8322,23.5084_91.1030,2,3
8381,22.9849_90.8908,1,3
8382,22.7848_90.8908,2,3
8395,23.2261_90.4732,2,3
8398,23.6496_90.4732,2,3
8399,23.6496_90.4732,2,3
8402,23.7085_91.0496,2,3
8412,23.1584_89.5232,1,3
8413,23.9673_89.0408,1,3
8414,22.6496_91.8732,2,3
8415,22.6496_91.8732,1,3
8477,22.9260_91.2232,2,3
8488,23.5761_90.4408,2,3
8511,23.4084_90.9996,2,3
8563,23.1261_89.2996,2,3
8585,22.6584_91.0030,1,3
8662,24.8349_90.2029,2,3
8738,22.7085_91.7820,1,3
8806,23.3173_89.3408,2,3
8814,23.8996_90.1232,2,3
8841,22.7173_90.5996,2,3
8921,24.7997_89.4144,2,3
8990,24.0084_89.1029,1,3
8991,24.0084_89.1029,1,3
9048,24.0761_90.9496,2,3
9085,23.2962_90.2732,2,3
9086,25.0585_89.3732,2,3
9121,23.0761_91.9908,1,3
9160,22.7760_90.8908,2,3
9176,23.9348_89.0496,1,3
9192,23.6848_88.6144,1,3
9194,22.6173_90.6408,2,3
9230,23.3085_89.3320,2,3
9233,23.6261_90.4496,1,3
9245,24.3996_90.7408,2,3
9260,24.1173_90.1732,2,3
9306,22.4963_90.6996,2,3
9339,25.2962_89.3996,2,3
9352,23.6261_90.3996,2,3
9368,23.6463_90.9496,2,3
9395,22.8585_90.9030,2,3
9397,23.5084_89.4819,2,3
9403,23.9996_89.1908,1,3
9424,22.8173_89.3496,2,3
