label_id,patch_id,class,n_patches,common_bin
81,23.3261_89.2319,2,2,1_common
82,23.2848_89.2496,2,2,1_common
83,23.2848_89.2496,1,2,1_common
84,23.5761_89.2820,2,1,no_common
85,23.7085_89.3996,2,1,no_common
86,23.6760_90.3644,2,4,3plus_common
87,23.3996_89.6732,2,2,1_common
88,23.6349_89.5408,2,3,2_common
89,23.7672_90.3320,2,4,3plus_common
90,22.8996_89.5644,2,4,3plus_common
91,22.5462_90.1496,1,4,3plus_common
92,23.2085_90.9820,2,2,1_common
93,23.4172_88.8408,2,1,no_common
94,23.4172_88.8408,2,1,no_common
95,23.4172_88.8408,2,1,no_common
96,23.4172_88.8408,2,1,no_common
97,23.4172_88.8408,1,1,no_common
98,23.4172_88.8408,2,2,1_common
99,22.7760_90.8996,1,2,1_common
100,22.7760_90.8996,2,4,3plus_common
101,23.2496_90.3644,2,2,1_common
102,23.7496_91.0908,2,1,no_common
103,22.2261_91.1232,1,2,1_common
104,23.5849_90.7320,2,1,no_common
105,23.1463_90.8908,2,1,no_common
106,23.0761_91.2320,2,2,1_common
107,22.8349_90.8732,2,2,1_common
108,22.3849_89.1029,2,6,3plus_common
109,23.7463_90.3320,2,4,3plus_common
110,23.6760_90.3820,2,2,1_common
111,23.6760_90.3820,2,2,1_common
112,23.7584_90.6232,2,1,no_common
113,23.7584_90.6232,2,1,no_common
114,23.2848_89.7530,2,2,1_common
115,22.2085_91.1408,1,1,no_common
116,23.7672_90.5644,2,1,no_common
117,23.4761_89.9820,2,1,no_common
118,23.4761_89.9820,2,2,1_common
119,22.9260_91.2144,2,1,no_common
120,22.6997_90.0820,2,3,2_common
121,23.4761_88.8644,2,2,1_common
122,23.4761_88.8644,2,1,no_common
123,23.4761_88.8644,1,2,1_common
124,23.1261_89.2732,2,1,no_common
125,23.0673_91.4496,2,2,1_common
126,23.7848_90.5908,2,1,no_common
127,23.0673_91.1644,2,1,no_common
128,22.7672_88.9529,2,2,1_common
129,23.6261_89.7143,2,1,no_common
130,23.7760_90.5820,2,1,no_common
131,23.7760_90.5820,2,4,3plus_common
132,22.7085_89.5908,2,4,3plus_common
133,23.5963_91.0530,2,4,3plus_common
134,23.3349_88.9232,2,2,1_common
135,23.3761_90.0496,2,4,3plus_common
136,23.7085_90.0820,2,1,no_common
137,23.7085_90.0820,2,4,3plus_common
138,23.1963_92.0643,1,4,3plus_common
139,23.1963_92.0643,1,4,3plus_common
140,22.5462_90.3530,2,1,no_common
141,23.3673_89.2408,2,3,2_common
142,23.6261_89.7644,2,1,no_common
143,23.4084_89.1144,2,2,1_common
144,22.7672_90.8996,1,2,1_common
145,23.2996_89.5996,2,2,1_common
146,23.6496_89.5408,2,4,3plus_common
147,23.8585_89.4908,2,2,1_common
148,23.0260_89.4408,2,2,1_common
149,22.4963_90.7029,2,3,2_common
150,23.6463_90.9144,2,2,1_common
151,23.1173_89.1232,2,4,3plus_common
152,23.1173_89.1232,1,1,no_common
153,23.1173_89.1232,2,4,3plus_common
154,23.8463_89.0408,1,4,3plus_common
155,23.8463_89.0408,1,4,3plus_common
156,22.9084_88.9232,2,1,no_common
157,22.5963_89.0144,2,2,1_common
158,23.1496_90.7408,1,4,3plus_common
159,23.4260_88.9408,1,1,no_common
160,23.7584_90.3232,1,4,3plus_common
161,23.7584_90.3232,2,2,1_common
162,23.7584_90.3232,2,1,no_common
163,23.7584_90.3232,2,4,3plus_common
164,23.7584_90.3232,2,2,1_common
165,23.5496_89.7908,2,2,1_common
166,23.7496_89.0644,1,2,1_common
167,22.5260_90.4732,2,3,2_common
168,22.5260_90.4732,2,2,1_common
169,23.1261_89.0530,2,2,1_common
170,22.9761_88.9731,2,1,no_common
171,23.4084_88.8144,2,2,1_common
172,23.0172_89.5644,1,1,no_common
173,23.6760_90.3908,2,2,1_common
174,22.5462_89.1530,2,4,3plus_common
175,22.5462_89.1530,2,4,3plus_common
176,23.4585_91.1030,2,1,no_common
177,23.6848_88.6820,2,2,1_common
178,23.4348_89.5320,1,1,no_common
179,23.7672_88.6029,2,1,no_common
180,23.7672_88.6029,1,1,no_common
181,23.7261_90.2143,2,1,no_common
182,23.6496_90.9529,2,4,3plus_common
183,23.6496_90.9529,2,4,3plus_common
184,22.9673_89.0030,2,4,3plus_common
185,22.9673_89.0030,2,1,no_common
186,23.3085_91.1320,2,2,1_common
187,23.5172_89.0144,2,1,no_common
188,23.0963_89.2908,2,1,no_common
189,23.0963_89.2908,2,2,1_common
190,23.4497_89.8820,2,4,3plus_common
191,22.8963_90.7908,2,2,1_common
192,23.3261_90.2496,2,2,1_common
193,23.2584_89.0996,2,3,2_common
194,23.4084_88.8820,2,4,3plus_common
195,23.4084_88.8820,2,1,no_common
196,22.3349_90.1408,2,1,no_common
197,22.7760_90.1530,2,2,1_common
198,23.0496_88.9996,2,4,3plus_common
199,23.7173_88.9030,2,2,1_common
200,23.6463_90.1232,2,1,no_common
201,23.6463_90.1232,2,1,no_common
202,23.6463_90.1232,2,1,no_common
203,23.5673_90.4820,2,4,3plus_common
204,23.5673_90.4820,1,2,1_common
205,23.5673_90.4820,2,2,1_common
206,23.5673_90.4820,2,2,1_common
207,23.5761_89.1820,2,2,1_common
208,22.3996_90.1408,2,3,2_common
209,22.6997_89.4731,2,2,1_common
210,23.1997_90.8144,1,4,3plus_common
211,23.1997_90.8144,2,2,1_common
212,23.1997_90.8144,2,2,1_common
213,22.5496_90.0144,1,2,1_common
214,23.1173_91.1996,2,2,1_common
215,23.8085_90.3030,2,1,no_common
216,23.8085_90.3030,2,3,2_common
217,23.7173_88.7231,2,2,1_common
218,22.6760_90.1996,2,2,1_common
219,22.6760_90.1996,2,2,1_common
220,23.2496_91.2820,2,3,2_common
221,22.4849_89.1144,2,1,no_common
222,22.6463_90.3908,2,2,1_common
223,23.6261_89.7820,2,1,no_common
224,22.9260_89.0530,2,4,3plus_common
225,23.2848_88.7530,1,4,3plus_common
226,23.2848_88.7530,2,2,1_common
227,23.1997_90.2530,2,4,3plus_common
228,23.1997_90.2530,2,4,3plus_common
229,23.8261_89.2732,1,2,1_common
230,22.6584_89.2908,2,1,no_common
231,23.4172_90.9408,2,1,no_common
232,23.4172_90.9408,2,2,1_common
233,23.3349_90.8144,2,4,3plus_common
234,22.8963_90.4232,1,3,2_common
235,22.8963_90.4232,1,2,1_common
236,22.7349_91.7530,1,2,1_common
237,22.7349_91.7530,1,1,no_common
238,22.7349_91.7530,1,2,1_common
239,22.4084_89.9144,1,2,1_common
240,23.2584_89.0820,2,1,no_common
241,23.1261_89.1408,2,3,2_common
242,23.1261_89.1408,2,2,1_common
243,23.1848_90.1732,2,2,1_common
244,22.6349_88.9819,2,4,3plus_common
245,23.6672_90.2143,2,2,1_common
246,23.3761_89.7908,2,3,2_common
247,23.5963_90.8732,2,3,2_common
248,23.5963_90.8732,2,3,2_common
249,23.7463_90.2029,2,2,1_common
250,23.7463_90.2029,2,4,3plus_common
251,23.7463_90.2029,2,4,3plus_common
252,23.7463_90.2029,2,4,3plus_common
253,23.7463_90.2029,2,4,3plus_common
254,23.8261_88.8529,2,2,1_common
255,23.7349_90.2143,2,2,1_common
256,23.6848_89.8530,2,4,3plus_common
257,23.8497_89.0408,1,4,3plus_common
258,23.8497_89.0408,1,4,3plus_common
259,23.6349_88.6530,1,1,no_common
260,23.1963_90.1644,2,2,1_common
261,23.0496_88.9232,2,1,no_common
262,22.8673_90.9732,2,2,1_common
263,22.8349_88.9996,2,2,1_common
264,23.1584_89.5996,1,2,1_common
265,23.7261_89.5320,2,1,no_common
266,22.8349_89.5530,2,1,no_common
267,23.8996_88.7996,1,3,2_common
268,22.9463_91.4732,2,2,1_common
269,22.9463_91.4732,2,2,1_common
270,22.6463_91.1530,2,4,3plus_common
271,22.7261_91.7732,1,1,no_common
272,22.7261_91.7732,1,1,no_common
273,23.1085_91.0908,2,2,1_common
274,22.9497_91.2029,2,4,3plus_common
275,22.9497_91.2029,2,4,3plus_common
276,22.9497_91.2029,1,4,3plus_common
277,22.0997_90.2996,2,4,3plus_common
278,23.4463_88.8232,2,2,1_common
279,22.2848_90.7496,2,1,no_common
280,23.3349_90.8232,2,4,3plus_common
281,23.2848_88.7496,1,4,3plus_common
282,22.8963_90.9996,2,1,no_common
283,23.0496_91.3732,2,4,3plus_common
284,23.8349_88.8820,1,1,no_common
285,23.7760_89.6408,1,2,1_common
286,23.5761_88.9731,2,2,1_common
287,23.8349_90.0820,1,1,no_common
288,23.3349_91.1908,2,1,no_common
289,23.4084_89.1232,2,2,1_common
290,23.4084_89.1232,2,2,1_common
291,23.7584_89.4819,1,2,1_common
292,22.8173_91.5731,2,4,3plus_common
293,23.1085_89.6408,1,4,3plus_common
294,23.3585_91.2530,2,2,1_common
295,23.3585_91.2530,2,2,1_common
296,23.2962_90.9232,2,2,1_common
297,23.6085_90.4232,2,4,3plus_common
298,23.6085_90.4232,2,2,1_common
299,23.4673_89.5820,1,2,1_common
300,23.1997_90.2143,1,2,1_common
301,23.1997_90.2143,2,2,1_common
302,23.1997_90.2143,2,2,1_common
303,23.1997_90.2143,1,2,1_common
304,23.5260_89.1320,2,2,1_common
305,23.6261_89.2908,2,2,1_common
306,22.1085_90.6908,2,4,3plus_common
307,22.5963_90.7143,2,2,1_common
308,23.5761_89.1320,1,2,1_common
309,23.5761_89.1320,1,1,no_common
310,23.5761_89.1320,2,1,no_common
311,23.5761_89.1320,1,2,1_common
312,22.1085_90.2530,2,4,3plus_common
313,23.6496_90.5320,2,4,3plus_common
314,22.4673_89.0644,2,2,1_common
315,23.3085_88.9731,2,2,1_common
316,23.6496_88.6496,2,4,3plus_common
317,23.6496_89.8496,2,4,3plus_common
318,22.7848_89.3320,2,1,no_common
319,23.5761_88.7231,2,2,1_common
320,23.7848_90.0908,2,1,no_common
321,23.7848_90.0908,2,2,1_common
322,22.4348_90.1732,1,2,1_common
323,22.4348_90.1732,1,2,1_common
324,23.5963_90.4820,2,4,3plus_common
325,23.2261_90.8530,1,2,1_common
326,23.2261_90.8530,2,2,1_common
327,23.2261_90.8530,2,1,no_common
328,23.8761_88.8232,1,2,1_common
329,23.5761_91.0644,2,4,3plus_common
330,23.5761_91.0644,2,4,3plus_common
331,23.6584_88.6732,1,3,2_common
332,22.3463_90.4496,2,2,1_common
333,22.7996_89.1732,2,2,1_common
334,22.3761_90.7029,2,1,no_common
335,23.6760_88.5996,2,4,3plus_common
336,23.6760_88.5996,2,4,3plus_common
337,23.6085_89.7408,2,1,no_common
338,22.8349_89.1029,2,1,no_common
339,22.6584_91.1232,2,4,3plus_common
340,22.4849_89.2644,2,1,no_common
341,23.6997_89.0030,1,2,1_common
342,23.0963_91.1820,2,4,3plus_common
343,23.2996_90.9232,2,2,1_common
344,23.0849_90.6732,2,2,1_common
345,22.9761_91.3319,2,2,1_common
346,23.6672_88.6732,2,2,1_common
347,22.0260_90.2408,2,2,1_common
348,23.8085_88.9030,2,1,no_common
349,23.8585_89.1908,1,2,1_common
350,23.8585_89.1908,1,2,1_common
351,23.8585_89.1908,2,2,1_common
352,22.9348_90.7496,2,2,1_common
353,23.5260_89.3232,2,1,no_common
354,22.5084_90.3908,1,1,no_common
355,22.5084_90.3908,1,1,no_common
356,23.2760_89.0030,2,4,3plus_common
357,23.0997_91.9732,1,2,1_common
358,23.0997_91.9732,1,2,1_common
359,23.5997_89.6030,2,2,1_common
360,23.3349_89.1496,2,4,3plus_common
361,23.4849_88.9144,2,2,1_common
362,22.4172_90.4496,2,4,3plus_common
363,22.8463_89.3030,2,4,3plus_common
364,23.3261_90.2143,2,2,1_common
365,23.6672_88.8644,2,1,no_common
366,23.4963_91.1496,2,4,3plus_common
367,23.4497_91.2232,1,2,1_common
368,23.4497_91.2232,2,2,1_common
369,22.7496_90.8732,1,2,1_common
370,23.4996_89.4819,2,3,2_common
371,23.4996_89.4819,2,3,2_common
372,23.4996_89.4819,1,2,1_common
373,22.8585_91.0232,2,2,1_common
374,23.5172_91.0144,2,2,1_common
375,22.1584_91.0644,1,2,1_common
376,22.4462_90.1644,2,4,3plus_common
377,22.4462_90.1644,1,4,3plus_common
378,23.4260_89.6496,2,4,3plus_common
379,22.1085_90.6996,2,2,1_common
380,23.3963_88.9496,2,4,3plus_common
381,22.9172_90.5144,2,2,1_common
382,22.8673_90.9820,2,2,1_common
383,22.8673_90.9820,2,1,no_common
384,22.8673_90.9820,2,2,1_common
385,22.1261_90.2530,2,1,no_common
386,23.3963_89.1530,2,2,1_common
387,22.2496_91.0732,1,4,3plus_common
388,23.3349_90.1320,2,2,1_common
389,22.9497_91.1908,2,2,1_common
390,23.7584_90.1496,2,4,3plus_common
391,23.5963_89.6232,1,4,3plus_common
392,23.2672_90.2029,2,3,2_common
393,23.2672_90.2029,2,2,1_common
394,23.0585_88.9731,2,1,no_common
395,23.7962_88.7644,1,1,no_common
396,23.7962_88.7644,1,1,no_common
397,22.9996_89.0820,2,2,1_common
398,22.7349_91.7732,1,1,no_common
399,22.7349_91.7732,1,2,1_common
400,23.5172_90.9320,2,2,1_common
401,23.3585_90.1232,2,1,no_common
402,23.3585_90.1232,2,1,no_common
403,22.5462_90.1408,1,4,3plus_common
404,23.1463_90.9232,2,1,no_common
405,23.2996_91.2732,2,2,1_common
406,23.2996_91.2732,2,2,1_common
407,23.2996_91.2732,2,2,1_common
408,22.8963_90.3530,2,4,3plus_common
409,23.6349_90.4320,2,1,no_common
410,23.0462_90.4496,2,2,1_common
411,23.4849_90.0232,2,2,1_common
412,22.9348_91.2320,2,1,no_common
413,22.9348_91.2320,2,1,no_common
414,23.4260_89.0232,2,1,no_common
415,22.5849_90.1232,1,2,1_common
416,23.5496_89.2143,2,2,1_common
417,22.7085_90.3996,1,4,3plus_common
418,23.7463_90.9820,2,1,no_common
419,23.0997_91.1496,2,2,1_common
420,23.6085_88.7820,2,4,3plus_common
421,23.4673_88.9529,1,2,1_common
422,23.0260_91.2908,2,2,1_common
423,23.0260_91.2908,2,3,2_common
424,22.1085_90.7143,2,3,2_common
425,23.6463_90.8908,2,2,1_common
426,23.6463_90.8908,2,2,1_common
427,22.4084_90.4529,2,4,3plus_common
428,23.8497_88.8408,1,4,3plus_common
429,22.8463_90.8644,2,1,no_common
430,22.8463_90.8644,2,1,no_common
431,23.8761_88.9529,2,1,no_common
432,22.9084_89.1530,2,1,no_common
433,22.9084_89.1530,2,1,no_common
434,22.7848_91.7320,1,1,no_common
435,23.6085_88.7644,1,1,no_common
436,22.8261_90.2029,2,4,3plus_common
437,22.7463_90.4030,2,2,1_common
438,22.7672_88.9496,2,2,1_common
439,23.1496_89.4996,2,2,1_common
440,23.1672_91.2996,2,2,1_common
441,22.0496_90.7029,2,4,3plus_common
442,23.1584_91.4529,2,1,no_common
443,23.1584_91.4529,2,1,no_common
444,23.7463_89.2644,1,1,no_common
445,23.7261_88.8908,2,2,1_common
446,23.6760_89.7029,2,2,1_common
447,23.6085_90.4496,2,4,3plus_common
448,23.6085_90.4496,2,2,1_common
449,23.0496_91.8820,1,3,2_common
450,23.4497_88.9643,1,2,1_common
451,23.2173_89.5644,2,1,no_common
452,23.0462_92.0144,1,1,no_common
453,23.7760_90.2143,2,1,no_common
454,23.7760_90.2143,2,1,no_common
455,22.9849_89.0530,2,2,1_common
456,22.6963_90.2029,1,2,1_common
457,22.6963_90.2029,2,4,3plus_common
458,22.9996_88.9731,2,2,1_common
459,22.9996_88.9731,2,4,3plus_common
460,23.7173_89.5030,2,4,3plus_common
461,22.6349_88.9908,2,2,1_common
462,22.9996_91.5144,2,4,3plus_common
463,22.9996_91.5144,2,2,1_common
464,22.9996_91.5144,2,2,1_common
465,22.3761_90.7408,2,2,1_common
466,23.5761_90.8644,2,1,no_common
467,22.5496_89.1320,2,1,no_common
468,22.5496_89.1320,2,1,no_common
469,23.7173_88.6144,1,1,no_common
470,22.8261_89.6144,2,2,1_common
471,22.8261_89.6144,2,3,2_common
472,22.8261_89.6144,2,2,1_common
473,22.8261_89.6144,2,2,1_common
474,22.8261_89.6144,2,2,1_common
475,23.6760_90.5732,2,1,no_common
476,23.5585_88.8496,2,1,no_common
477,23.1963_90.9030,2,2,1_common
478,23.3349_89.1408,2,2,1_common
479,23.2848_90.9144,2,1,no_common
480,23.4849_89.2644,2,1,no_common
481,23.8349_89.2231,1,2,1_common
482,23.8349_89.2231,1,2,1_common
483,23.5084_89.2029,2,1,no_common
484,22.9996_89.0408,2,2,1_common
485,23.3497_91.1530,2,4,3plus_common
486,23.5585_89.7732,2,2,1_common
487,23.5348_91.1320,2,1,no_common
488,22.7760_89.4731,2,2,1_common
489,23.8173_90.2996,2,3,2_common
490,23.4172_90.1820,2,4,3plus_common
491,23.4761_91.1030,2,3,2_common
492,23.5849_90.4732,2,2,1_common
493,22.8349_91.5529,2,1,no_common
494,22.8349_91.5529,2,1,no_common
495,22.8497_91.2530,2,3,2_common
496,23.5673_88.7996,2,2,1_common
497,23.5673_88.7996,2,2,1_common
498,23.1085_89.3030,2,1,no_common
499,22.8084_89.1820,2,1,no_common
500,22.8084_89.1820,2,1,no_common
501,23.2463_90.7644,2,2,1_common
502,23.6349_90.1496,2,3,2_common
503,23.6349_90.1496,2,3,2_common
504,23.6349_90.1496,2,2,1_common
505,23.6349_90.1496,2,2,1_common
506,22.6349_90.3908,2,2,1_common
507,22.8173_90.3232,1,2,1_common
508,23.1760_90.2320,2,1,no_common
509,23.1760_90.2320,2,1,no_common
510,23.1760_90.2320,2,3,2_common
511,23.0963_91.3495,2,4,3plus_common
512,22.9084_90.9408,2,1,no_common
513,23.0963_91.1408,2,1,no_common
514,23.7760_88.7143,2,2,1_common
515,22.9348_91.5529,2,1,no_common
516,22.9348_91.5529,2,1,no_common
517,23.6085_88.7908,2,4,3plus_common
518,23.1997_92.0731,1,4,3plus_common
519,22.6963_91.7530,1,1,no_common
520,23.4996_91.1530,2,4,3plus_common
521,23.4996_91.1530,2,4,3plus_common
522,23.4996_91.1530,2,4,3plus_common
523,23.5585_88.7732,2,4,3plus_common
524,23.6997_91.0496,2,3,2_common
525,23.3261_91.1030,2,3,2_common
526,22.7584_90.4030,2,1,no_common
527,22.0584_90.2320,2,4,3plus_common
528,23.6463_89.7143,2,1,no_common
529,23.0348_89.1232,2,1,no_common
530,23.0348_89.1232,2,2,1_common
531,23.8261_88.8496,2,2,1_common
532,23.8261_88.8496,1,2,1_common
533,22.4585_89.0496,2,4,3plus_common
534,22.5997_90.1496,2,4,3plus_common
535,23.0496_89.0030,2,4,3plus_common
536,23.0963_91.9732,1,2,1_common
537,23.0963_91.9732,1,2,1_common
538,22.6463_90.1644,2,2,1_common
539,23.1848_89.5908,2,1,no_common
540,23.1848_89.5908,2,1,no_common
541,23.1848_89.5908,2,1,no_common
542,22.9963_89.6820,2,2,1_common
543,22.9963_89.6908,2,2,1_common
544,23.5172_89.2029,2,3,2_common
545,23.5172_89.2029,2,3,2_common
546,22.8084_89.4529,2,4,3plus_common
547,23.6963_88.6996,2,4,3plus_common
548,23.6963_88.6996,2,4,3plus_common
549,22.9463_90.9232,2,2,1_common
550,23.4497_90.9144,2,2,1_common
551,23.1672_90.8320,2,1,no_common
552,22.8084_89.3408,2,1,no_common
553,22.9172_91.2320,2,2,1_common
554,22.9172_91.2320,1,2,1_common
555,23.0172_92.0320,1,2,1_common
556,22.1760_90.2496,2,3,2_common
557,23.6261_90.4529,2,2,1_common
558,23.0348_90.4408,2,2,1_common
559,22.7848_90.8644,2,3,2_common
560,22.8261_90.1644,1,2,1_common
561,22.8261_90.1644,2,2,1_common
562,22.6760_90.3232,1,4,3plus_common
563,23.6349_89.5496,1,1,no_common
564,23.0462_91.1820,2,1,no_common
565,23.0496_89.2319,2,2,1_common
566,22.2463_90.7408,2,3,2_common
567,23.3349_90.1530,2,2,1_common
568,22.1672_91.0820,1,2,1_common
569,23.1963_90.9732,2,2,1_common
570,22.9497_91.3231,2,4,3plus_common
571,22.9497_91.3231,2,2,1_common
572,22.9849_89.0320,2,1,no_common
573,23.7997_88.7029,1,2,1_common
574,22.8996_90.8644,2,2,1_common
575,22.8996_90.8644,1,2,1_common
576,23.3996_89.0908,2,2,1_common
577,23.5348_89.3496,1,2,1_common
578,23.6760_88.6732,1,2,1_common
579,23.6760_88.6732,1,2,1_common
580,23.3085_89.6732,2,2,1_common
581,22.1760_90.1030,2,4,3plus_common
582,23.2173_90.3408,2,3,2_common
583,23.2173_90.3408,2,2,1_common
584,22.2672_90.2644,2,4,3plus_common
585,23.4463_89.3996,2,1,no_common
586,22.8996_89.0232,2,2,1_common
587,23.3085_91.2732,2,2,1_common
588,23.0997_91.0030,2,4,3plus_common
589,22.8261_89.5820,2,4,3plus_common
590,22.8261_89.5820,2,2,1_common
591,22.8261_89.5820,2,2,1_common
592,22.8261_89.5820,2,1,no_common
593,23.7997_88.6908,2,2,1_common
594,23.0462_90.4529,2,2,1_common
595,23.5585_90.1908,2,1,no_common
596,23.6997_89.1644,1,2,1_common
597,22.8673_91.0530,2,1,no_common
598,22.4497_89.8820,2,4,3plus_common
599,23.2996_88.9908,2,2,1_common
600,23.6963_88.8144,1,1,no_common
601,23.3261_90.8144,2,4,3plus_common
602,22.6261_91.1232,1,2,1_common
603,22.2962_90.0996,2,3,2_common
604,23.2173_90.7996,2,1,no_common
605,22.9348_90.9144,1,1,no_common
606,22.9348_90.9144,2,1,no_common
607,22.9348_90.9144,2,1,no_common
608,22.9348_90.9144,2,1,no_common
609,22.5761_90.4732,1,1,no_common
610,23.3849_89.7231,2,1,no_common
611,22.9497_91.8820,1,4,3plus_common
612,22.9497_91.8820,1,4,3plus_common
613,23.8349_89.3820,2,1,no_common
614,22.3673_90.0908,2,1,no_common
615,23.0761_89.4496,2,3,2_common
616,23.3261_89.1530,2,5,3plus_common
617,23.2996_90.3144,2,2,1_common
618,22.2463_90.2908,2,1,no_common
619,22.2463_90.2908,2,1,no_common
620,23.7760_90.2644,2,1,no_common
621,23.2996_90.2732,2,3,2_common
622,22.7261_90.3908,2,2,1_common
623,22.7261_90.3908,2,1,no_common
624,23.8085_90.0320,2,4,3plus_common
625,23.8085_90.0320,2,2,1_common
626,23.8085_90.0320,2,2,1_common
627,23.8085_90.0320,2,1,no_common
628,22.9963_91.2530,2,4,3plus_common
629,23.1963_90.8996,2,2,1_common
630,23.6584_90.5408,2,3,2_common
631,23.5084_89.4731,2,2,1_common
632,23.5084_89.4731,2,1,no_common
633,23.5084_89.4731,2,1,no_common
634,23.5084_89.4731,2,3,2_common
635,22.1173_90.7908,2,1,no_common
636,22.6760_90.3732,2,2,1_common
637,22.6760_90.3732,2,2,1_common
638,23.3261_90.2820,2,1,no_common
639,23.1349_89.6408,1,1,no_common
640,23.1848_90.3530,2,4,3plus_common
641,22.6584_90.9643,1,2,1_common
642,22.6584_90.9643,2,2,1_common
643,22.7760_89.0408,2,1,no_common
644,22.7760_89.0408,2,1,no_common
645,22.7760_89.0408,2,1,no_common
646,23.3761_90.7029,2,2,1_common
647,22.8497_90.9908,2,2,1_common
648,22.9673_89.4643,2,2,1_common
649,23.2996_89.7029,2,2,1_common
650,23.4348_89.1644,2,2,1_common
651,22.9673_91.4320,2,1,no_common
652,22.9673_91.4320,2,1,no_common
653,23.7848_88.7732,1,1,no_common
654,23.5348_88.7732,2,1,no_common
655,23.8849_89.1644,1,2,1_common
656,23.1848_91.1408,2,2,1_common
657,23.6261_90.4232,2,2,1_common
658,23.6261_90.4232,2,1,no_common
659,23.6261_90.4232,2,2,1_common
660,23.6261_90.4232,2,1,no_common
661,23.6261_90.4232,2,2,1_common
662,23.6261_90.4232,2,1,no_common
663,23.6261_90.4232,1,3,2_common
664,23.7760_89.4320,2,2,1_common
665,23.7962_89.3030,2,4,3plus_common
666,23.7496_89.6320,1,2,1_common
667,23.7496_89.6320,1,2,1_common
668,23.0963_91.3407,2,4,3plus_common
669,23.5462_89.1232,2,1,no_common
670,23.5462_89.1232,2,1,no_common
671,23.5849_90.6732,2,1,no_common
672,23.2496_91.1732,2,4,3plus_common
673,23.4260_89.6530,2,4,3plus_common
674,23.6997_89.2644,1,4,3plus_common
675,22.7760_89.3996,2,2,1_common
676,22.7760_89.3996,2,2,1_common
677,23.2584_90.1996,2,2,1_common
678,23.2584_90.1996,2,2,1_common
679,22.8463_90.8320,2,1,no_common
680,22.4497_89.8732,2,4,3plus_common
681,22.4497_89.8732,2,2,1_common
682,22.9673_89.8408,2,3,2_common
